Vmag,Plx,e_Plx,B-V,SpType
9.4,9.99,1.31,0.598,G5V
8.8,2.51,1.09,0.17,B8II
8.19,3.68,0.88,1.138,K1IIICN...
10.81,24.14,2.69,1.47,M0
8.4,2.56,1.05,1.019,G8III/IV
7.8,2.77,0.99,1.208,K2III
6.84,0.89,1.3,-0.019,B5
5.95,9.49,0.86,0.161,A5m
8.29,14.9,0.85,0.543,F8
8.49,2.8,1.0,1.005,G8III
4.27,17.14,0.81,0.952,K0III
7.67,38.73,0.78,0.756,G5
8.16,0.89,1.0,1.565,K5
8.52,18.29,1.35,0.649,G0
8.61,2.9,1.1,1.337,K3III
6.46,9.68,1.01,0.248,A9V
8.56,2.67,1.22,1.04,K0
8.44,2.82,1.02,-0.004,A0
5.4,7.95,0.86,1.106,K0III-IV
8.05,2.55,0.91,1.078,K0
8.03,3.0,0.75,0.115,A0
8.95,8.88,1.23,0.625,G2V
7.39,0.43,0.93,1.53,M0
8.09,1.04,0.96,0.013,B5
9.53,2.71,1.28,1.387,K2V:
9.59,3.26,1.37,0.407,F2V
8.75,2.05,1.45,0.944,G5
9.05,0.92,0.92,1.588,K5
8.98,0.78,1.4,1.6,K5/M0III
8.68,9.91,1.15,0.45,F2V
7.96,4.48,0.69,1.07,G8/K0III
9.1,2.01,1.08,0.081,A0
11.36,61.23,5.26,1.59,M
9.41,3.28,1.5,1.066,K2
7.99,3.39,1.31,0.983,G8IV
9.01,-1.8,1.34,1.547,M0
6.28,8.93,0.9,0.932,G8IIICN...
6.81,12.44,1.11,0.48,F5V
8.09,1.94,1.05,0.821,G:w...
6.99,1.98,0.75,1.59,M3III
9.29,5.16,1.35,0.4,F0V
7.69,3.98,0.96,1.143,G5
7.53,2.76,0.86,1.468,K3III
9.25,1.18,1.17,1.403,K3III
9.56,10.04,1.56,0.528,F8
8.4,3.24,1.51,0.379,F5
10.54,3.24,2.12,0.54,G0
8.85,3.69,1.01,0.388,F5
7.96,-0.24,0.93,1.591,K2
8.96,0.66,1.23,1.655,K5
9.08,5.41,1.2,0.333,A3
8.67,3.43,1.19,1.015,K0
8.03,3.64,0.98,0.034,A0
9.2,11.52,1.55,0.665,G3V
7.8,11.18,0.99,0.775,G0
9.08,3.46,1.27,0.063,A0
9.75,15.12,1.49,0.814,G8IV
9.27,6.03,1.22,0.829,B8
9.01,2.09,1.23,1.96,K5V
8.16,9.03,1.02,0.418,F0
8.86,14.08,1.18,0.552,G2Vw...
8.98,3.54,1.3,0.569,F7V
8.6,2.45,1.22,0.741,G5IIIm
5.92,2.16,0.87,0.512,F0II
6.75,2.8,0.73,1.688,K5
8.14,9.72,1.32,0.56,G0
11.62,9.66,17.61,1.124,K:
6.74,6.67,0.56,0.246,F5
8.44,22.56,0.73,0.6,G5
7.74,4.51,1.07,0.337,A5
10.02,5.8,1.46,0.787,K0
8.69,0.2,1.0,-0.157,F5
8.22,3.08,2.82,0.064,A0
8.84,8.04,1.01,0.412,F3V
8.54,1.4,0.69,-0.035,B8III
8.78,11.36,5.31,0.529,F5/F6V
8.86,1.8,1.21,1.207,K2
9.44,8.7,2.87,0.714,G5
8.26,4.01,1.09,1.194,K2III/IV
7.07,6.93,1.14,0.094,A0
10.16,3.25,1.61,0.692,G1
6.06,17.66,0.72,0.271,F1V
9.11,17.37,1.27,0.577,G3V
8.1,3.67,0.89,1.05,G5
6.82,1.13,0.79,-0.055,B2IV-V
9.75,5.84,1.26,0.498,F8
7.03,5.43,1.12,0.147,A3III/IV
10.21,-0.78,1.7,0.912,G2
7.69,6.32,0.95,1.238,K0
8.42,2.18,1.09,0.979,G5
7.19,16.66,0.89,0.442,F8
7.2,2.67,1.03,0.232,A3
8.71,1.47,1.0,1.259,K2/K3III
8.93,2.28,1.26,1.071,K0
9.01,2.93,1.29,0.101,A2V
7.92,4.14,1.01,1.12,G5
9.24,1.13,1.21,-0.062,B9V
9.19,0.18,1.28,1.647,K5
7.28,11.96,0.84,0.446,F5V
5.99,3.29,0.69,1.447,K2
9.1,2.83,1.15,0.356,F0
8.26,0.72,1.04,0.47,B1Ibp
9.35,2.9,1.42,0.042,A0
7.14,2.38,0.82,1.655,M3III
9.9,3.39,1.57,0.499,F5V
10.25,16.28,1.76,0.764,G5IV
7.74,4.57,0.92,1.032,K0
8.78,6.96,1.14,0.432,F5V
8.26,4.64,2.05,0.96,G2V SB
9.4,2.55,1.08,0.308,A0
8.75,6.82,1.12,0.851,G8V
9.33,5.81,1.28,0.531,F5V
8.24,13.66,0.92,0.489,F8
7.04,5.52,0.75,1.017,G8II-III
9.25,8.33,1.14,0.698,G3V
8.61,0.99,1.03,0.444,B8II
6.84,16.06,0.71,0.528,G0
8.18,3.13,0.89,1.486,K5
11.56,17.76,2.65,1.61,M0
8.97,6.02,1.26,0.481,F5V
8.92,6.21,1.18,0.843,G8III
5.83,12.47,0.63,0.569,F6V
8.96,5.2,1.26,0.611,G2V
12.06,9.3,3.7,-0.242,B
8.23,7.28,0.98,0.337,F2
8.51,8.56,1.02,0.54,G0
6.84,2.47,0.73,1.596,M1III
9.78,38.99,1.88,1.194,K4/K5V
7.97,9.31,1.04,0.321,F0
7.54,4.23,0.82,0.086,B9
9.96,-0.79,1.91,0.388,F0V
9.15,25.48,1.14,0.801,G5
8.73,3.91,1.12,0.563,F8
6.2,23.82,0.87,0.443,F7IV-V
8.53,7.56,1.14,0.307,A2
8.75,4.47,1.83,0.505,F5/F6V
8.91,2.73,1.14,1.095,G5
8.95,1.64,0.91,1.592,M2/M3III
8.17,3.41,0.78,1.014,G8
8.79,6.71,1.16,0.831,G5
10.02,34.39,1.68,1.28,K5
6.44,6.3,2.07,1.071,K0III
7.61,3.45,0.66,1.185,K1/K2III
9.58,4.86,3.34,1.011,K0
6.77,11.85,0.88,0.328,F0Vn
8.24,11.53,1.14,0.52,F6V
8.44,10.4,0.98,0.538,F8
8.21,3.75,0.99,1.151,K0
9.52,3.61,1.37,0.448,F8
8.83,2.37,1.62,1.083,G8III/IV
9.42,6.37,2.74,0.519,F6V
8.27,1.73,1.11,0.956,G5
9.49,2.34,1.22,1.015,K0
7.72,24.8,0.89,0.613,G3IV
7.07,1.68,0.86,1.607,K2
9.46,2.1,1.54,0.58,G2V
10.71,4.07,1.91,0.665,G0
9.35,1.11,1.11,1.022,K0III
9.19,7.22,1.27,0.596,G3V
7.21,7.72,0.84,1.195,K0
8.97,13.64,1.3,0.564,F7V
6.53,3.06,0.76,-0.081,B3V
8.47,7.03,1.06,0.402,F2V
8.99,6.49,1.5,0.45,F2
9.4,6.3,1.42,0.51,F8V
8.19,2.95,0.66,0.073,A1V
7.92,3.83,0.83,0.186,A0
7.5,8.63,1.04,0.488,F5/F6V
8.98,1.85,1.41,1.217,K1III
6.82,2.09,0.61,0.044,A0
7.7,8.57,0.96,1.084,G5
8.62,4.02,1.13,1.018,G5
7.93,13.07,1.1,0.543,F8
6.03,4.52,0.87,1.525,K5III
7.2,3.12,0.91,1.673,M2III
10.44,1.95,1.82,0.486,F7
9.81,2.02,1.11,0.312,A0
7.77,10.25,0.91,0.403,F5
10.79,0.55,2.43,0.594,G0
7.3,3.27,1.06,1.078,K0III
5.64,18.28,0.79,0.42,F4II-III
7.37,4.22,0.67,1.086,K3III
8.7,4.38,1.24,1.1,K0
7.86,3.81,0.92,0.941,G8III
7.37,4.73,0.58,1.08,K0III
8.09,8.42,0.83,0.453,F5V
9.22,3.83,1.45,0.864,G6IV
9.65,3.68,1.44,0.975,K0
9.02,0.78,1.27,1.053,K0
8.91,3.21,1.35,0.37,F0V
7.44,2.43,0.89,1.567,M...
10.59,0.57,1.64,0.0,A0
8.58,2.87,1.95,0.233,A2/A3m...
7.82,2.43,0.71,0.182,A5V
11.23,10.74,2.25,1.106,K4.5
9.19,2.19,1.34,0.282,A9V
9.3,10.02,1.27,0.449,F5Vw...
9.78,9.26,1.19,0.617,G3/G5V
7.18,18.21,0.82,0.421,F3V
11.16,5.46,6.54,0.264,WN2
8.82,6.65,1.12,1.199,K0
8.76,2.22,1.13,1.243,G5
7.92,2.03,1.02,1.134,G5
7.65,1.89,0.99,0.785,G3V
7.89,1.59,1.03,1.375,K2III
8.29,18.19,0.98,0.6,G0
8.17,2.8,0.75,1.109,G8III
7.96,3.78,0.66,0.024,A0
9.57,3.59,1.22,0.579,F6V
8.66,37.6,2.02,1.197,K2V
8.26,2.09,1.11,1.526,M0
9.17,7.86,1.0,0.487,G5
7.96,2.91,0.61,-0.064,Ap...
10.08,22.78,1.2,0.964,M0
9.2,11.63,3.08,0.809,K0
9.21,3.97,1.4,0.533,F6V
8.43,5.22,0.97,0.376,F2
8.14,6.54,1.22,0.388,F2IV/V
9.68,-0.1,1.46,1.249,K2
9.6,5.24,1.42,0.083,B9
6.09,10.58,0.72,1.012,K0III
8.77,11.19,0.83,0.762,G5
8.88,3.96,1.03,1.043,K2
9.69,2.8,1.12,1.258,K3III:
8.84,2.79,1.5,0.4,F3V
9.01,1.43,0.91,1.06,G8III
10.4,4.29,1.75,0.474,F3/F5
9.06,3.25,0.91,0.834,G5III
9.31,9.35,1.26,0.539,F8V
5.33,13.67,1.47,0.003,A1Vn
5.55,14.67,1.72,-0.048,A0Vn
7.3,6.95,1.04,1.131,K0
8.97,15.81,1.16,0.644,G5
8.29,5.67,0.98,0.911,K1III/IV
9.58,15.62,1.53,0.749,G8V
8.3,10.9,1.14,0.501,F5V
10.68,-2.12,3.61,0.945,F9
8.28,4.03,0.91,0.148,A3V
6.35,21.87,1.03,0.383,F4V...
9.04,6.58,2.55,0.36,G0V
8.06,0.86,0.94,1.318,K2
8.51,5.78,1.43,0.36,A9V
8.21,9.43,0.97,0.543,F2
7.26,22.69,1.03,0.484,F6V
9.23,4.79,1.45,0.377,A9V
7.26,3.97,0.76,0.104,B8
7.64,4.44,0.94,0.33,F0
8.76,4.07,1.22,1.077,K1III
8.44,4.45,1.25,0.161,Ap...
9.35,3.0,1.2,0.151,A
9.79,-0.45,1.61,0.471,F3V
9.38,3.38,1.1,0.511,F3/F5V
8.08,5.59,1.21,1.068,K0
12.09,0.35,3.21,0.526,A7
8.13,2.71,1.15,1.089,K0III
8.96,3.62,1.78,1.022,K1III
10.16,22.32,2.12,1.078,K5
8.98,8.15,1.38,0.465,F5V
7.73,1.64,0.85,1.409,K3III
7.12,2.63,0.73,0.019,B3III
8.97,0.13,0.88,1.724,M1III:
9.5,12.72,1.35,0.603,G
3.32,16.46,22.22,0.885,G8IIIvar
5.58,5.48,0.68,0.009,A1V
7.31,3.69,0.78,1.345,K0
9.32,9.58,1.42,0.5,F7V
8.91,5.49,1.11,0.813,G6/G8V
6.84,8.83,0.79,1.0,G5
6.12,9.31,0.9,1.076,K1III
8.55,-0.47,1.07,0.931,G8II/III
7.41,7.53,0.82,0.398,F0
8.21,1.97,0.98,1.557,K5III
9.08,6.53,1.26,0.315,A9IV/V
6.28,5.6,0.81,1.308,K0
8.15,20.84,1.0,0.656,G0
8.46,1.92,1.19,1.411,K0
9.73,7.46,1.09,0.506,F7V
8.77,6.29,1.56,0.539,F7V
8.62,2.25,1.3,0.45,F4IV
8.73,12.62,1.79,0.5,F8
8.12,12.57,1.08,0.607,G2V
8.47,6.57,1.1,0.337,F0V
6.52,14.39,0.66,0.214,A5Vn
10.27,1.52,1.64,0.53,F8V
7.8,6.94,0.88,0.26,A5III/IVm..
8.2,13.56,1.04,0.606,F8
9.5,20.01,1.32,0.907,K1V
8.53,2.57,0.97,0.226,A0
8.17,4.33,0.8,1.127,K1IIICN...
6.61,5.23,0.78,0.137,A1V
10.78,1.78,5.84,0.45,sdF6
8.68,5.22,0.88,0.415,F0
8.62,2.53,1.08,0.877,G8III
7.59,5.78,0.75,0.106,A2
6.64,3.39,0.78,1.548,K4III
7.97,8.44,0.88,0.515,F5
10.05,4.5,2.13,0.557,F8
9.4,8.99,1.06,0.559,F6V
6.14,8.91,0.75,0.962,G8III
7.75,4.57,1.44,1.108,K0+...
8.45,2.74,1.11,1.093,K0III
9.59,1.31,1.48,1.062,K0
7.22,17.23,0.8,0.448,F6V
9.27,1.74,2.54,0.463,B5
6.93,15.31,0.93,0.301,F0
7.52,6.37,0.94,0.587,G0
9.26,1.94,1.16,0.083,A0
8.14,6.78,1.1,1.068,K1III
7.95,6.12,0.97,1.067,K0III-IV
9.18,2.16,1.2,0.193,A2
11.45,45.24,2.56,1.473,M3
7.7,8.94,1.01,0.314,A3
8.72,5.69,1.1,0.462,F2
8.69,1.04,1.35,1.533,K5
7.17,6.23,0.94,1.002,G8/K0III
8.2,9.29,2.02,0.4,F2
9.61,7.31,1.41,0.366,F0
9.16,0.98,1.17,1.187,K1/K2III
7.91,3.03,0.95,1.423,K5
8.84,33.98,1.07,0.925,K1V
8.83,2.53,1.14,1.123,K0
7.51,4.59,0.91,0.1,A2
7.77,7.56,1.08,0.856,G5V
7.59,3.82,0.62,1.341,K2III
8.38,2.92,0.71,0.123,A0
8.92,3.9,1.2,0.374,F5
7.97,10.04,1.05,0.216,A3
6.87,4.65,0.68,0.002,A2V...
6.63,8.91,0.61,0.164,A2
10.27,9.49,1.85,0.542,F6/F7V
9.73,7.98,1.22,1.056,G8/K0III
7.86,3.24,1.08,1.386,K0
8.03,0.65,1.1,0.091,A0
8.56,2.42,0.88,1.347,K2/K3III
7.54,-0.2,0.84,1.476,G0Ia
6.41,10.26,0.67,1.188,K2III...
9.38,6.04,1.21,0.338,A9V
10.37,2.62,1.32,0.84,G5
8.75,3.57,1.2,0.224,A2
7.22,12.95,1.28,0.334,F2III
8.96,18.53,2.04,0.84,K0
9.26,1.4,1.37,1.15,K0
9.0,66.46,1.27,1.289,K7V
6.99,3.63,0.82,0.96,G5
7.57,8.67,0.84,0.528,F8V
8.78,0.64,1.29,1.427,K0
6.31,2.4,0.73,1.499,K0
7.64,7.05,0.79,0.092,A0
8.89,10.6,1.27,0.764,G0
7.02,20.28,1.29,0.56,F5+...
7.48,2.08,1.1,1.185,K1III
8.65,6.57,1.05,0.419,F2
6.36,13.96,0.9,0.238,A3III
8.98,2.11,1.19,1.105,K0
9.33,1.05,12.73,1.364,M0
6.81,5.92,0.87,-0.031,A0
8.71,1.28,1.11,1.128,K2
8.81,9.75,1.52,0.679,G2V
7.48,4.18,0.92,1.437,K0
11.43,20.54,1.5,1.54,M0
10.27,-1.88,1.24,0.099,B8Iab:e
5.36,11.68,0.5,0.884,G5III
7.26,12.19,0.81,0.403,F5
7.14,3.67,0.77,-0.037,B9
8.09,11.11,1.0,0.417,F5
9.48,5.77,1.31,0.48,F2
10.58,21.01,1.61,1.009,K5
8.13,2.08,0.7,1.238,K2III
8.0,0.77,1.09,1.605,K5
7.24,19.97,0.85,0.541,F5
9.05,6.92,1.22,0.446,F8
8.73,1.18,0.82,1.349,K2
8.97,2.83,1.32,1.158,K0
7.01,29.65,0.71,0.567,F8V
9.31,2.4,1.19,1.37,K0
10.27,3.21,1.75,0.238,F0V
9.16,1.13,1.16,1.478,M0
9.32,0.76,1.32,0.395,F0V
8.44,3.53,1.01,1.194,G5
8.41,48.2,1.06,1.122,K4V
7.97,1.52,1.08,1.077,G8III
10.28,1.16,1.57,0.891,G0
8.28,0.98,1.07,0.944,G8III/IV
8.53,4.41,1.09,0.28,A2
7.93,14.15,1.45,0.775,G8V
8.32,5.34,1.07,0.448,F3/F5IV/V
8.87,2.78,1.14,1.188,K0
7.71,1.75,1.01,1.329,K0
9.26,12.39,1.45,0.589,G1V
5.71,20.97,0.66,0.446,F7IV
9.31,3.42,1.7,0.487,F5
7.26,5.39,0.8,0.032,A2
8.71,5.93,0.98,1.141,K0III
5.21,16.48,0.61,0.159,A3V
8.45,18.18,0.96,0.662,G0
8.32,9.71,0.85,0.591,G2V
7.41,4.68,2.28,1.19,K2p...
8.03,16.81,1.01,0.725,G5III
9.7,10.31,2.72,0.716,G8V
9.34,9.42,1.1,0.645,G3V
8.56,3.36,1.08,0.1,B8III
9.72,4.92,2.96,0.914,G8IV/V
7.69,7.91,0.98,0.387,F0
5.56,20.23,0.81,0.121,A3V
9.37,11.39,1.35,0.561,G0V
9.07,2.23,1.33,0.094,A0
8.77,1.31,1.14,1.326,K1/K2III
7.78,26.79,0.9,0.621,G1V
6.44,21.53,0.83,0.847,K0IV
10.11,-0.07,1.52,0.32,B5II
5.04,16.61,0.73,0.109,A3m
9.24,-1.2,1.28,0.506,F6/F7V
6.23,23.87,0.78,0.398,F5IV
9.27,9.9,1.23,0.543,F7V
7.48,10.3,0.61,0.246,A5III
9.14,0.76,1.06,0.898,G8III
9.11,2.75,1.63,1.142,K1III
8.34,2.92,1.08,1.113,K0
7.69,2.84,0.89,0.066,A0
9.67,9.47,1.37,0.673,K0
7.46,3.77,0.85,-0.076,B8
7.62,3.84,0.93,1.227,K1/K2IV
10.15,5.24,1.92,0.471,F3V
10.46,1.88,1.67,0.46,F0
8.9,4.81,1.0,0.495,F6V
8.55,3.79,1.09,1.059,K0
9.09,2.7,1.95,0.9,K0III
7.61,11.77,0.89,0.362,F2
7.61,30.84,0.86,0.71,G5
5.17,132.4,0.6,0.704,G5Vp
9.5,5.93,0.96,0.579,F7V
9.98,5.78,1.7,1.215,K2
6.86,12.13,0.85,0.371,F0
8.48,0.93,1.47,1.5,K0
8.25,6.94,1.03,0.927,K0III
9.6,6.95,1.41,0.921,G5
8.41,4.29,1.32,1.136,K0
6.71,4.03,0.97,1.661,M...
9.1,3.2,1.2,1.118,K0
5.51,27.84,0.88,0.334,F0III-IV
7.11,2.93,0.83,0.078,A0
3.94,11.66,0.77,-0.12,B6V + B0V
9.34,2.2,1.46,0.199,A2
8.94,14.25,16.39,1.183,K2III
8.74,11.07,1.15,0.658,F8
9.11,2.47,1.4,1.338,K2III
8.64,10.08,1.71,0.969,K0IV
11.52,9.63,5.21,0.88,K:
12.23,1.08,3.12,-0.23,DA:
7.88,9.46,0.87,0.366,F0
8.29,8.85,1.07,0.403,F0
9.39,3.02,1.27,1.025,K0
9.55,7.86,1.6,0.627,F8
8.23,3.1,1.09,0.466,F2
5.77,5.75,0.65,-0.019,B8V
8.51,5.08,1.55,0.5,K0
6.89,11.5,1.09,0.292,A9V
3.46,27.73,0.71,1.161,K2III
8.52,4.72,0.83,0.3,A1m...
8.56,1.29,0.89,0.799,G5w...
8.76,-0.13,1.41,1.551,M3III
10.56,35.99,1.69,1.256,K6
7.48,3.94,0.65,0.034,A0
9.45,4.27,1.35,0.381,F0V
4.24,10.43,0.5,1.213,K2II-III
8.63,28.33,1.3,0.837,K0V
8.85,2.44,0.91,1.212,K2III
8.13,2.29,0.91,1.093,G5
9.02,3.4,1.06,1.468,K5
8.95,3.68,1.32,1.271,K2
9.36,2.79,1.4,0.586,F7V
7.62,4.06,1.17,0.244,A5
9.82,3.7,1.38,0.692,F7V
8.95,14.58,0.91,0.529,F8V
8.77,10.1,1.27,0.495,F8
8.2,12.24,1.76,0.501,F5V
7.96,1.64,1.01,0.99,G5
7.81,4.07,1.61,0.044,A0
8.41,2.71,0.76,1.572,K4III
7.31,4.97,0.93,-0.058,B9
8.08,3.9,1.03,-0.09,B8
9.1,21.57,1.27,0.764,G8/K0V
9.78,8.66,2.32,0.485,F3V
9.99,1.64,1.55,0.131,B1Vv SB
8.71,1.3,1.25,0.977,G8III
8.62,7.29,1.02,0.387,F2V
9.71,4.2,1.25,1.01,K0
7.86,10.41,0.91,0.651,G2/G3IV
7.7,3.73,0.83,1.069,K0
10.96,0.19,1.49,-0.049,B2.5Iab:
7.93,3.04,0.75,1.399,K3III
8.81,6.91,1.58,0.64,G0V
9.73,7.23,1.68,0.46,F3/F5V
8.57,3.22,0.96,1.314,K2/K3III
9.21,6.04,1.17,0.795,G8V
9.81,2.91,1.56,0.54,G1V
8.79,2.85,1.64,1.42,K2
9.2,5.5,3.46,0.691,F8...
8.8,5.41,1.33,1.673,K5
8.68,6.42,1.15,0.711,G0
8.09,2.8,1.01,1.55,K2
9.67,0.97,1.44,1.305,M2
6.24,6.97,0.54,0.922,K0
12.38,46.11,3.65,1.53,M2V:
8.93,1.08,1.26,1.179,K3III
9.27,1.77,1.61,0.6,F0
6.93,0.65,0.66,0.24,B0.5III
9.8,5.93,1.51,0.586,G3V
7.36,5.33,0.91,0.141,A2
7.94,7.57,0.99,0.378,F2
9.71,5.46,0.99,0.52,F8/G0V
8.31,7.98,1.12,0.415,F5
9.0,3.53,1.22,0.28,A2
8.05,1.71,1.0,0.072,A0
9.45,7.86,1.43,0.537,G0
10.24,1.08,1.33,0.409,F5V
10.4,7.09,2.48,0.953,G8
8.5,3.52,1.09,0.224,A2
7.54,6.39,0.92,0.228,A3
8.74,3.63,1.67,0.295,A2
7.14,10.32,0.82,0.464,F5IV
8.1,6.49,0.86,0.36,A3
7.55,10.05,0.82,0.413,F2
8.38,4.37,0.99,0.2,A3
8.51,7.28,1.02,0.923,K0
9.51,1.2,1.35,1.2,K1/K2III:
4.26,4.43,0.8,0.012,B7III
8.66,2.59,1.99,1.129,G8IV
8.44,5.87,1.21,1.069,K0
8.42,4.95,1.61,0.117,A2V
8.6,3.9,1.17,0.666,G3V
8.73,7.96,0.92,0.743,G5IV/V
6.65,13.24,0.75,0.439,F2
8.42,10.17,0.94,0.481,F2
7.57,8.3,0.86,0.173,A3V
11.38,26.61,3.57,1.435,M0
6.65,7.68,1.8,0.342,F0
7.72,7.74,0.91,0.701,F8V
9.64,4.57,1.6,0.551,F5
2.07,16.36,0.76,1.576,M0IIIvar
9.66,9.54,1.51,0.487,G0
8.6,4.23,1.05,0.167,A2
7.71,4.75,1.23,0.397,F0
8.05,2.26,1.04,1.179,K0
8.49,4.37,1.11,0.491,F5IV
5.57,8.09,0.66,0.697,G0III
9.02,6.56,1.04,0.803,G6/8wF8IV/V
9.27,11.94,1.24,0.576,F8/G0V
7.19,5.47,0.88,0.069,A0
6.75,4.35,0.77,1.14,G8III
9.24,16.69,1.33,0.759,G5
9.58,5.9,1.34,0.601,G0
10.13,2.92,2.05,0.492,F0V
8.8,20.21,0.84,0.672,G5V
8.66,2.27,0.97,0.957,G8IV
8.28,2.29,1.08,0.984,K0III/IV
6.97,9.98,0.91,0.546,F5
8.45,8.75,1.11,0.546,F8
9.91,2.79,2.37,0.446,F5V
7.92,4.37,1.62,0.795,F5...
8.57,11.01,1.34,0.541,F8
8.64,3.03,1.13,0.972,G5
9.32,7.38,1.42,0.529,F3/F5V
7.34,4.39,1.0,1.131,K0III
8.22,2.89,0.91,0.955,F8
8.74,8.25,1.18,0.561,F8
8.08,4.46,1.12,0.989,K0III/IV
8.53,11.7,7.69,0.536,F8
6.41,7.9,0.59,0.888,G6II/III
8.12,2.93,0.92,0.947,K0III
8.09,13.21,3.92,0.47,F8
8.38,7.21,0.72,0.404,F3IV/V
9.37,4.33,1.22,1.018,K0/K1III:
8.29,2.67,1.02,0.061,B9III
6.07,5.85,0.79,1.535,M0III
8.09,4.62,0.94,0.156,A2
6.4,8.94,0.83,1.029,K0III
7.86,4.56,0.88,0.12,A2
9.41,1.73,1.17,0.4,F2V
6.98,12.21,0.64,0.309,F0IV
9.2,12.12,1.04,0.574,G0
9.58,17.12,1.53,0.821,G8V
9.12,2.4,1.13,0.687,G6V
9.12,3.93,1.14,1.352,K5
5.67,18.98,0.71,0.603,F8V
5.81,9.06,0.78,1.466,K5III
8.25,2.54,0.84,1.651,M0
9.8,122.86,7.53,1.568,K
8.28,4.1,1.09,0.88,G5
7.63,5.5,1.18,0.924,G8/K0III/IV
9.62,5.34,1.45,0.553,F6V
8.31,10.94,0.93,0.454,F2
9.99,1.5,1.64,1.115,K2
8.99,1.4,1.14,1.153,K1III
7.66,5.42,0.79,0.201,A2
8.64,0.65,1.16,0.95,G8III/IV
7.3,4.57,0.74,0.223,A3
8.53,2.66,1.1,1.039,K0IIICN...
7.49,5.21,0.94,0.167,A2
8.89,5.21,1.14,0.402,F2V
5.97,3.63,0.84,1.491,K4III
6.9,9.47,1.89,0.43,F5
8.69,1.64,1.12,1.2,K2
8.57,3.32,1.12,1.515,K2
7.98,10.91,0.87,0.47,F5V
8.78,2.54,1.07,0.486,F5
8.55,1.84,1.15,1.212,K2III
10.25,1.08,1.45,0.654,A2
5.32,10.26,0.57,-0.014,A0Vnn
9.53,3.14,1.24,0.229,A3III
8.83,4.44,1.21,0.337,A3
7.66,37.34,0.91,0.73,K0
9.55,0.94,1.35,1.728,K7
9.15,5.75,1.4,0.537,F5V
7.32,8.51,0.85,0.391,F0
8.2,1.95,1.06,1.555,M...
8.1,4.71,1.0,0.391,F0
9.08,20.0,1.33,0.771,G5
8.26,2.64,0.96,1.392,K2III
8.06,27.87,0.69,0.849,K0IV/V
10.65,0.96,2.65,0.339,G0
6.55,17.41,0.67,0.553,G0
10.23,4.02,1.7,0.417,F2V
7.3,2.18,0.91,1.63,K2
7.23,25.25,0.9,0.568,G0
10.16,7.75,1.73,0.579,G0
7.24,3.45,0.75,-0.023,B9
8.56,10.26,0.96,0.476,F8
8.2,6.86,0.95,0.612,F8
7.15,7.12,1.44,1.496,K4III
9.06,9.25,1.31,0.525,F6V
8.19,2.86,0.92,1.22,K2
4.34,23.73,0.68,0.17,A7Vvar
7.86,5.72,1.08,0.967,G5
5.15,5.82,0.78,0.261,F0V
9.38,3.96,1.34,0.705,G8V
9.92,2.35,2.69,0.513,F6IV:
8.13,1.84,0.99,0.928,G3III
10.0,5.68,3.12,0.512,F6/F7V
5.8,3.56,0.73,-0.095,B7III-IV
8.78,13.4,0.76,0.602,G1V
6.6,4.17,0.8,1.6,K5
8.35,10.71,1.11,0.466,F2
7.83,7.57,1.51,0.888,G5
7.31,3.89,0.84,-0.026,B9
10.65,4.62,2.07,0.65,F8
9.56,2.04,1.15,0.575,B8
7.96,5.35,0.95,0.96,K0
9.59,3.23,1.03,1.556,M...
7.1,3.9,1.05,1.494,M3III
10.21,1.22,3.65,0.586,F5/F6V
8.38,3.25,0.85,0.915,G6III/IV
9.27,1.62,2.0,0.569,F8
9.19,1.81,1.16,1.5,K5
10.62,15.03,1.94,0.944,K2
9.4,7.39,0.96,0.506,F6V
5.56,7.96,0.6,-0.052,B9.5V
10.79,2.23,1.87,0.54,F5
9.71,7.35,2.05,0.417,F2V
9.74,3.87,3.01,0.0,B5
9.12,2.93,1.22,0.256,A0
4.66,7.42,0.68,1.024,K0III
9.49,3.31,1.59,1.089,K2
8.89,3.41,1.22,0.387,F0
9.46,8.9,1.45,0.656,G2V
6.49,7.92,0.85,0.891,G5
8.69,3.6,0.97,0.124,B9
8.6,1.11,1.31,1.412,K3/K4III
7.48,24.65,0.91,0.589,G1V
9.1,4.65,1.28,1.241,K2III
8.88,3.69,1.02,0.497,A3
9.07,4.12,1.31,0.078,A0
8.99,3.23,3.11,0.46,F5IV/V
8.31,1.96,1.12,1.042,G5
8.99,6.27,1.16,0.456,F8
4.51,20.11,0.87,1.092,K0III-IV...
7.93,2.23,1.14,1.018,K0
7.57,3.38,0.93,0.338,Fm
5.57,8.99,0.6,-0.072,B9IV
7.91,4.08,0.96,1.0,G5
9.41,6.72,2.0,1.306,K0
8.9,3.43,0.92,0.131,A2
9.2,7.54,1.83,0.675,G5
5.93,7.4,0.82,1.403,K4III
8.07,6.54,1.01,0.169,A2
8.58,4.16,1.05,0.374,F0
9.11,3.45,1.33,0.978,K0III
8.31,6.75,0.71,0.354,F0V
8.66,3.99,0.99,-0.035,A0
8.49,7.54,1.09,0.6,G0V
9.74,0.27,1.82,1.286,K5
9.08,4.54,1.54,1.3,K2
8.37,2.66,1.13,0.898,G5
8.55,6.93,3.12,0.346,A2
9.07,2.69,1.22,0.861,G8III/IV
7.8,1.63,0.89,1.061,G5
8.86,10.31,1.31,0.575,G2V
11.03,-2.75,2.12,1.01,Gp
