Vmag,Plx,e_Plx,B-V,SpType
9.73,5.46,1.12,0.594,G0
9.33,8.79,1.29,0.667,G0
6.87,4.32,0.67,1.219,K0/K1III
7.47,1.01,0.62,1.649,M5III
9.73,0.58,2.88,0.32,F3V
8.88,1.26,1.27,1.665,M2III
8.31,17.49,1.09,0.591,G0
9.02,3.51,1.08,0.41,F2V
8.49,-0.51,0.81,0.934,F8II/III
6.27,15.37,0.86,0.196,A5V
8.1,1.24,0.79,1.298,K2III
8.78,3.65,1.23,0.782,G0
10.27,7.96,4.88,0.546,F5...
8.5,6.06,0.89,0.355,F0V
9.28,7.14,1.36,0.571,F5
6.25,9.43,0.5,0.208,A5IV/V
8.3,34.6,1.0,0.945,K3V
8.61,6.04,0.96,0.562,F7V
8.67,2.02,1.03,1.508,K3III:
8.01,5.55,1.01,0.012,A0V
9.83,6.39,1.43,0.58,F8
6.32,1.23,0.86,-0.31,B0Ib:
9.58,5.12,1.28,0.371,F0IV/V
9.29,4.75,1.49,1.038,K2
8.12,3.56,1.01,1.072,K0
7.71,9.78,0.85,0.281,A5
7.51,3.75,0.94,1.29,K2
10.09,2.22,1.9,1.127,K2
8.49,3.11,0.84,0.027,B9V
6.26,31.29,0.51,0.51,F6V
6.63,1.41,0.79,1.28,K2II
6.43,9.2,0.6,0.227,A6IV
7.74,1.28,1.76,1.24,F7Iab/Ib
7.77,3.84,1.07,1.23,K0
8.39,9.16,0.67,0.252,A3m...
8.69,6.78,1.55,0.437,F0
11.0,24.02,1.72,1.365,K4
9.01,9.52,1.63,0.591,G5
10.09,19.88,1.74,1.01,M
9.86,3.22,4.69,1.5,M3e-M9e
8.52,14.77,2.18,0.685,K0
10.32,4.03,1.4,0.364,K7V:
7.67,3.57,1.18,0.662,K0/K1III+..
6.69,10.57,1.19,0.519,F7V
8.84,7.61,3.35,0.55,G0
9.53,-0.72,1.52,1.373,M5
9.82,13.88,1.53,0.724,K0
7.49,2.19,0.81,1.528,K5
9.06,11.12,0.94,0.541,F8V
7.35,0.29,0.59,0.145,O5
9.02,13.96,1.04,0.668,G5V
8.33,2.58,0.93,0.08,A0
8.71,0.38,1.62,1.328,K5
8.56,1.49,0.9,2.39,M2Ia
8.53,10.39,1.21,0.468,G5
7.7,8.46,0.72,0.836,G6IV/V
10.1,-1.87,1.89,1.459,M
8.98,5.17,1.19,0.248,A2IIIm...
7.86,3.51,0.95,0.318,A5/7V (+F)
7.98,3.24,1.06,1.05,K0
9.04,2.75,1.25,0.485,G0
8.82,-1.27,0.97,0.77,F7II
7.93,4.43,0.91,0.93,G5
8.88,3.23,1.02,0.18,A4V
8.76,4.19,0.86,1.101,G8III
7.09,19.47,1.03,0.49,F5
10.41,4.94,1.98,0.616,G0
7.67,1.64,0.91,1.398,K3III
5.95,2.88,0.65,2.382,C5II
7.77,13.91,0.76,0.642,G0V
8.73,3.66,1.47,0.94,G5
8.24,9.84,1.11,0.529,F5
8.12,2.39,1.04,1.512,K4III
8.6,-9.49,15.94,0.1,A2V
9.43,2.94,1.28,1.135,K0
6.27,5.1,1.06,1.212,K4III
8.08,5.13,0.72,1.085,K0
8.06,14.59,0.82,0.569,F8
7.63,1.2,0.73,1.074,G3/G5III
8.97,2.56,1.12,1.067,K0III
7.82,5.87,1.05,1.085,K2
8.51,2.62,1.18,0.937,G5
8.34,4.14,1.45,0.945,K0III+...
5.46,9.21,0.9,0.957,K0III
7.93,4.36,0.81,1.252,K0
8.19,8.2,1.1,0.559,F8
6.97,4.74,1.08,-0.003,B8V
9.16,70.87,2.36,1.416,M2
9.72,5.75,1.43,0.618,G0
7.12,9.42,0.75,0.275,A7III
8.32,1.75,0.84,1.575,K3/K4III
8.77,0.89,1.4,1.045,K0
9.16,3.59,1.31,0.921,K0
7.69,3.96,0.93,0.043,A2III/IV
10.71,-28.02,22.38,0.348,A8
8.58,0.7,1.46,-0.019,B9IV
8.96,6.8,1.19,0.445,G0
7.98,19.12,1.09,0.72,K0
7.2,0.08,1.32,1.487,K3III
8.5,0.58,0.71,0.206,B9IV/V
7.64,7.19,0.59,0.122,A2V
8.35,2.18,0.89,1.395,K2III
7.27,6.79,1.08,1.049,K0IV
7.55,5.3,0.92,1.02,K0
9.3,1.62,1.37,0.04,A0
9.69,1.91,1.21,0.97,K0
9.15,4.74,1.24,1.06,K0
11.03,-7.21,25.22,1.428,M
6.64,2.33,0.66,1.571,M3/M4III
9.1,2.52,1.34,0.44,F5
7.64,3.38,0.83,0.194,A3IV/V
7.94,14.05,0.96,0.606,G5
8.85,1.74,1.2,1.145,K5
7.8,5.94,1.09,0.335,A5
7.26,1.13,0.61,0.219,O5e
8.99,12.81,1.11,0.579,G2V
8.31,7.54,0.98,0.481,F5V
7.95,2.52,0.59,0.003,B8/B9V
7.42,9.95,0.82,0.451,F0
4.45,8.97,0.45,-0.188,B2.5IV
7.45,3.19,1.25,-0.078,A0
7.66,2.7,0.87,0.985,K0III
6.84,5.93,0.78,1.033,K0III
8.46,2.93,0.64,0.029,Ap...
5.36,8.64,0.82,-0.05,A1Vn
7.0,2.16,0.76,1.597,K0
8.25,5.81,0.96,0.465,F5V
8.87,2.7,0.79,0.969,G8III
8.67,0.24,1.12,1.274,K3III
9.7,4.33,1.5,0.35,F0
8.51,14.93,1.15,0.664,G5
7.64,4.7,0.95,1.234,K2III
8.08,3.48,1.06,1.196,K0III
9.37,7.4,1.32,0.58,F8
8.72,4.19,1.27,1.169,K0/K1III
7.97,20.02,1.0,0.637,G3V
7.11,8.99,0.72,0.311,A8V
9.31,0.49,1.52,1.567,M0
8.7,1.95,0.97,1.032,K0III
8.72,2.54,1.29,1.011,K2
10.04,2.86,1.54,0.586,G0V
8.71,3.29,0.85,2.1,C+
9.66,4.58,1.56,0.934,G5
8.84,4.86,0.92,0.033,A0V
8.36,5.01,0.92,0.371,F2
6.38,9.28,0.88,1.121,K1III:
9.07,2.48,1.06,0.825,F5II
9.14,2.06,1.41,0.158,A0
9.09,0.61,1.44,1.517,K5
8.4,3.35,0.79,0.661,F3/F5IV
7.69,2.5,0.92,0.236,A7V
9.67,13.34,1.41,0.786,K0
8.05,21.19,0.97,0.67,G5V
10.32,12.35,1.82,0.79,K2
8.61,2.87,1.1,1.129,K2
7.32,1.87,0.61,-0.059,B2.5V
8.36,0.33,3.05,0.0,A0
8.93,2.17,1.29,1.479,K4III
9.57,13.03,1.32,0.638,G5
8.96,8.96,1.45,0.41,F8
9.19,0.71,0.88,1.113,K0
7.49,23.52,0.87,0.595,G2/G3V
8.99,0.79,1.11,0.03,B9V
5.33,6.99,0.48,-0.096,B7:V
6.26,8.93,0.53,0.038,A0IV
7.26,3.36,0.86,1.325,K3III
8.18,4.21,1.29,1.014,K0III
6.9,8.0,0.92,0.132,A2
7.99,2.31,0.89,1.093,G5
6.34,4.31,0.66,1.568,M1III
5.5,18.27,0.79,1.134,K3III
8.27,8.61,1.11,0.41,F0
7.26,6.6,0.84,0.02,B9.5V
5.49,11.34,0.86,0.908,G4III:
6.97,5.47,0.58,0.934,G6/G8III
8.45,2.74,1.1,1.08,G5
8.82,5.05,1.07,0.498,F5
7.41,4.42,0.94,0.028,A0V
7.0,16.41,0.71,0.382,F3IV/V
9.13,1.87,1.29,1.148,K0
9.1,4.6,1.08,0.859,K1:III+...
9.76,0.58,1.06,0.344,O9.5III
7.17,5.95,0.94,1.18,K1III
8.34,8.44,0.87,0.384,F5
8.93,1.47,1.18,1.201,K
5.23,7.6,0.49,-0.077,B7IV
7.91,15.3,0.88,0.543,F5V
9.27,1.49,3.52,0.475,F8
7.44,6.24,0.99,1.152,K0III
7.95,27.36,1.12,0.687,K0
8.29,9.47,1.05,0.808,G8V
8.77,3.89,1.09,0.129,A0
9.37,49.51,1.27,1.165,K5V
6.29,13.33,0.65,0.202,A4IV
7.22,5.15,0.78,0.935,K0III
7.65,5.98,0.87,0.15,A2V
9.34,6.54,0.99,0.622,F0V
8.67,2.95,0.93,1.45,K3/K4III
9.52,10.54,1.24,0.583,G0
9.63,4.36,1.25,0.232,A2
8.43,9.44,0.8,0.525,F7V
8.81,-0.14,1.34,1.227,K5
7.59,3.32,0.98,1.29,K0
9.45,-2.39,1.59,1.021,K2
9.12,18.79,1.25,0.797,K0
6.7,9.8,0.77,1.038,K0/K1III
9.26,4.49,0.88,0.604,G0IV/V
8.23,0.86,1.06,1.646,M...
9.55,12.55,1.36,0.562,G0
8.78,1.53,1.17,1.051,G8III
7.55,4.52,0.9,1.512,K4/K5III
2.69,28.18,0.49,0.901,G5III SB
7.36,4.32,0.87,1.512,K5III
8.78,1.95,0.93,1.004,G8III
6.34,2.11,0.49,0.18,A2IV
8.05,5.12,1.17,0.215,A2
8.23,2.73,1.05,1.079,K0III
8.04,8.87,1.21,0.844,K0
9.23,0.77,3.03,0.385,F2IV
4.87,7.26,0.48,-0.149,B3IV
5.44,14.88,1.51,0.112,A3V
9.54,5.19,1.38,0.33,A7II
7.3,1.09,0.82,1.416,K2
7.98,3.04,0.85,0.067,A0V
8.38,1.72,0.96,-0.016,A2/A3V
5.14,5.95,0.56,-0.08,B8/B9III
7.24,6.55,0.91,0.092,A1V
8.39,4.21,1.27,1.015,K0
10.03,3.51,1.45,0.487,F5
9.39,0.25,1.74,1.051,K0
9.14,0.36,1.32,1.611,K7
9.05,0.69,0.97,1.52,M1
9.56,5.56,1.48,0.444,G
8.87,8.03,1.16,0.374,F2
8.1,6.13,0.97,0.354,A8V
8.94,4.19,1.61,0.372,F0V
8.04,1.42,0.86,1.507,K4III
9.34,2.99,1.25,1.048,K0
9.01,13.79,1.23,0.575,G0V
8.92,5.88,0.97,0.132,A1V
9.89,8.06,1.39,0.663,F8
7.73,7.75,1.64,0.368,F0
8.07,9.3,0.94,1.092,K0
6.96,-0.04,0.59,0.15,B0.5Ib
9.16,13.58,1.38,0.616,G0
7.13,10.47,0.88,0.171,A2
9.0,3.79,1.28,1.187,K5
10.12,29.93,1.63,1.208,K8
7.62,2.73,0.82,0.079,B2V
8.26,7.95,1.18,0.929,K0
8.98,9.58,1.25,0.571,G0
8.56,3.07,1.18,0.884,G5
7.19,3.7,0.98,1.568,K5III
10.26,10.55,1.75,0.506,F5
8.79,3.21,1.2,1.51,K0
10.14,2.39,1.67,0.845,K0
12.28,13.11,12.16,1.575,M1
8.61,1.91,1.25,1.184,K0
9.91,30.57,1.57,1.155,K5V
7.9,5.96,0.92,0.01,B9
9.47,8.37,1.26,0.558,G1V
7.92,21.89,0.97,0.62,G3V
9.3,3.7,1.21,0.801,G6/G8w
9.39,3.74,1.69,0.886,G5
8.49,1.38,0.85,1.137,K0
6.35,2.61,0.49,-0.085,B2IV
7.35,5.89,0.79,0.273,F0
8.39,28.68,1.01,0.831,K0V
8.4,6.62,0.75,0.335,F0IV/V
6.97,2.37,0.89,1.626,M2III
9.19,6.7,1.13,0.439,G
10.84,4.0,1.82,0.489,F5
7.67,10.22,1.87,0.503,F7II/III
6.94,3.53,0.72,1.522,M4III
6.67,1.66,0.8,-0.019,A0III
6.29,1.18,0.6,1.673,M1II
8.34,12.45,0.88,0.476,F5
9.59,4.84,1.35,0.364,A2
6.54,2.9,0.54,-0.002,B3III
9.78,4.0,1.03,0.424,F5
10.35,5.7,1.81,0.603,G0
8.23,3.68,1.06,0.942,G5
6.96,4.25,0.86,1.112,K0III
7.68,11.61,1.01,0.538,F8
6.47,2.65,0.54,-0.121,B5Vvar
8.7,3.54,1.14,1.002,G8III
10.42,4.97,1.68,0.414,F8
8.04,4.73,1.0,0.234,A3
9.9,0.96,1.44,1.172,K0
8.89,1.88,1.23,1.204,K2III
9.67,6.15,1.62,0.711,G0
7.98,8.2,1.06,0.343,A9IV/Vw...
6.46,6.95,0.55,0.008,B9.5V
6.74,5.26,0.64,-0.008,A0V
8.69,3.45,1.21,0.69,F8
8.39,2.2,0.86,1.019,G8/K0II/III
9.63,4.04,1.32,0.27,F0
9.23,2.74,1.34,1.004,G5
8.93,6.47,1.62,0.848,G5
6.78,4.73,0.73,1.279,K0
7.0,6.97,1.55,0.202,A3
8.22,10.41,1.22,0.436,F5V
8.96,1.9,0.99,1.131,K1III
5.98,-0.01,0.52,0.274,A0Ia
7.88,22.19,0.95,0.536,G0V
8.61,1.35,0.84,0.093,B9.5IV
8.5,3.24,0.82,1.206,G8/K0III
7.75,3.41,1.04,1.19,K2II
8.31,0.82,1.18,1.651,K5/M0III
9.73,8.32,1.33,0.636,G0
8.4,1.44,0.91,-0.027,B9III
10.33,4.18,6.38,0.545,F8
8.6,8.62,1.0,0.457,F8
9.22,4.36,1.26,0.356,F0
9.88,6.65,3.39,0.58,G0
8.27,3.74,1.07,1.107,K2
5.87,7.65,0.81,0.028,A1V
11.32,7.86,1.77,1.552,K5
8.89,0.01,1.13,1.105,K1III
8.22,6.95,1.04,0.296,A6/A7IV/V
8.69,4.17,1.02,0.397,F2
8.81,7.66,1.06,0.367,F2V
8.02,5.9,0.86,1.114,K0III
8.78,7.89,1.11,0.463,F5V
7.03,0.22,0.8,-0.227,O9Vp
7.95,2.79,0.99,0.981,G5
10.19,-0.3,1.73,0.529,F8
9.08,4.08,1.02,0.1,A1IV/V
8.89,2.08,1.1,1.163,K0
11.43,10.25,7.79,0.54,G:
7.87,2.11,0.8,-0.022,B9.5III/IV
8.87,2.96,1.28,0.286,F2
8.36,12.82,1.18,0.503,F5
7.05,14.98,0.67,0.422,F5IV/V
7.97,11.14,1.35,0.553,G0
9.03,1.73,1.41,1.089,K2
8.29,2.36,0.77,0.09,B8V
9.59,9.3,1.52,0.577,F5
5.92,6.14,0.9,1.608,M2III
8.87,3.27,1.19,1.526,K3III
6.51,6.94,0.66,0.946,G8III
8.33,3.28,0.84,0.278,A9V
8.19,5.71,0.74,0.171,A3IV:
7.8,2.31,0.61,0.127,B3V
9.26,7.84,1.47,0.452,F2
9.26,3.25,1.16,0.669,G5III/IV
8.28,2.64,0.96,1.099,K0
8.73,2.0,0.91,0.842,G3/G5II/III
10.1,3.21,1.65,0.432,F5
8.99,11.09,0.83,0.659,G3V
10.02,1.99,4.62,0.802,G5
8.87,10.84,1.15,0.492,F2
6.4,7.76,0.59,-0.022,A1V
7.94,1.23,0.68,-0.082,Ap...
8.82,3.15,0.73,0.06,B8V
8.26,3.86,1.17,0.863,G5
6.15,5.45,0.77,1.144,K0
7.82,6.68,0.84,0.54,F8V
6.94,7.26,0.78,0.233,A3IIIm...
7.07,4.76,0.9,0.915,K0
9.25,4.55,1.26,0.526,F5
9.06,1.94,1.05,0.116,A1V
12.22,1.66,2.67,1.5,M5e-M7IIIe
7.48,18.01,0.87,0.596,G2V
8.57,1.94,1.17,1.429,K0
9.61,5.58,1.94,0.326,G5
8.71,18.01,1.2,0.694,G5
10.51,2.23,1.62,0.548,G0
7.42,9.58,0.94,0.243,A0
7.32,5.74,0.84,1.011,K0III
10.19,4.82,1.58,0.375,F5
9.62,-1.69,1.6,0.413,F2
8.88,6.85,2.02,0.312,F2
7.8,1.02,0.74,-0.077,B2II
7.59,5.54,1.03,0.962,K0
9.2,1.44,1.17,1.573,K5
8.28,4.95,0.65,0.265,A1IV
9.59,0.1,1.4,1.54,K5
8.03,3.45,0.75,-0.05,B8/B9III
9.13,1.63,1.4,0.004,B9IV
8.01,15.16,0.95,0.604,G3V
11.23,-1.1,2.01,-0.186,B2
9.25,13.39,1.16,0.817,G8/K0V
8.78,4.99,0.81,0.504,F8
8.35,5.34,0.93,0.982,K1III
7.41,8.45,1.22,0.407,F3V
5.32,9.76,0.96,0.035,A2V
7.96,3.85,0.78,0.931,G8III/IVCN.
6.61,10.43,1.17,0.211,A2IV
8.96,7.35,1.27,0.925,G5
9.0,1.79,2.04,0.632,A6/A7V
7.17,7.4,0.85,0.037,B9.5V
8.63,12.61,1.17,0.64,G5
9.17,3.11,1.27,0.4,F5
7.65,7.42,0.91,0.183,A2
8.16,10.21,0.92,0.311,A9V
10.08,3.78,1.78,0.452,F8
5.85,3.82,0.67,0.008,B9.5IV/V
9.25,17.28,3.52,0.79,G8/K0V
6.77,6.77,0.72,1.195,K1/K2III
7.8,11.0,1.04,0.649,G0
7.1,5.09,0.89,1.0,K0
7.97,2.33,0.92,0.057,A0V
7.95,2.88,0.97,1.045,K0III
6.42,3.78,0.64,1.287,K0
9.08,5.29,1.15,0.231,A0
7.84,4.87,0.89,1.002,K0
9.61,7.96,1.72,0.634,G5
9.12,19.18,1.42,0.892,K0
9.64,11.08,1.4,0.722,G5
9.35,4.06,1.27,0.43,G5
8.81,1.37,0.92,0.931,K0
8.25,4.15,1.38,1.176,K2
9.57,2.35,2.89,1.0,G5
7.86,13.5,0.89,0.559,G0/G1V
10.04,8.23,5.33,0.551,F8
9.72,5.33,1.3,0.468,F8
9.29,8.23,5.33,0.506,F8
3.11,23.54,0.81,1.232,K0/K1III
8.45,1.8,1.39,1.9,K3III
9.06,5.31,1.64,0.5,G0
8.66,1.28,0.88,0.05,B9III
7.54,13.29,0.59,0.402,F0/F2V
5.85,9.41,0.76,1.074,G8III:
8.04,4.17,1.08,1.347,K2
8.15,2.58,1.0,1.073,K0III
10.41,1.93,1.59,0.644,G5
9.75,4.8,1.01,0.334,A7III/IV
8.3,9.09,0.91,0.567,F7V
10.49,23.59,1.86,1.184,K5V
8.59,2.3,1.04,1.029,K0
8.02,10.91,1.01,0.515,F5
8.36,2.73,0.65,0.015,B9V
6.05,12.81,0.75,0.399,F5V
7.34,2.01,0.76,0.088,A1/A2V
8.43,0.61,1.01,1.392,K2/K3III
9.25,21.2,1.19,0.844,G
8.48,1.8,0.98,1.0,G8III
8.18,0.16,1.17,1.652,K5
5.61,9.41,0.77,0.038,A1V
9.02,8.6,1.37,0.492,F5
9.3,2.37,1.05,0.081,B9.5V
7.99,7.27,1.11,0.891,K0
7.87,2.75,0.68,0.066,B5Vn
8.03,2.9,0.63,0.197,Ap...
8.24,12.95,0.9,0.54,F8/G0V
8.9,2.71,1.08,1.304,K2III
9.19,2.87,1.48,1.194,K0
9.07,0.71,1.32,1.094,G5
7.89,3.2,0.94,0.132,A3
8.62,4.7,1.1,1.12,K0III
7.16,2.26,0.67,0.08,B3V
7.99,4.21,0.9,1.013,G5
7.5,3.46,0.97,1.021,K0
5.8,8.9,0.81,0.156,A3m
9.04,1.14,1.31,0.973,G6IV
9.14,2.73,1.19,0.965,G8III+...
9.11,2.25,1.25,1.199,K2/K3III
8.53,2.84,0.85,1.113,G5
9.12,0.86,1.22,1.014,K2
9.41,12.92,0.93,0.661,G5IV/V
9.63,13.28,1.42,0.672,K0
10.8,-1.65,3.21,1.5,M5e
8.49,5.15,1.0,0.353,F0
7.53,19.18,0.88,0.615,G3V
7.75,0.62,0.7,2.344,M2Iab
7.54,6.93,1.01,1.065,K1III
8.54,0.46,0.87,0.18,B6V
8.93,4.48,1.29,0.906,K0
8.62,10.13,1.14,0.506,F8
10.67,2.69,1.33,0.522,F8
10.8,23.15,1.83,1.148,K5V
7.56,9.86,0.97,0.536,F5
8.67,1.39,1.18,1.607,M...
9.77,2.57,1.6,0.476,F8
9.08,0.23,1.39,1.04,K1III
7.54,12.86,0.9,0.377,F5
9.5,5.78,1.16,0.541,F5V
9.3,3.72,1.12,0.456,F2II
6.59,15.82,0.9,0.333,Am
9.17,16.72,1.33,0.673,G6V
6.84,2.17,0.58,-0.024,B2V
8.31,34.77,2.67,0.937,G5
8.72,6.01,0.87,0.286,F2
8.64,4.65,1.09,1.186,K1IIICN...
7.95,7.86,0.98,0.409,F2V
8.63,3.2,1.71,1.0,F3V
10.81,3.48,2.12,0.545,F8
8.07,4.63,1.09,0.905,K0
9.22,10.22,1.3,0.58,G0
7.74,6.96,0.65,0.106,A0V
9.4,5.59,1.69,0.763,G5IV/V
7.78,2.53,0.74,-0.127,B4V
8.91,1.28,1.4,-0.036,A0
11.64,177.46,23.0,1.679,M4:
8.24,4.42,1.02,0.551,F8
7.47,11.78,0.83,0.465,F3/F5V
8.24,10.39,0.68,0.549,F7V
8.0,4.35,0.75,0.435,B4V
10.35,1.72,1.59,0.455,G
7.2,2.4,0.91,0.14,A2
8.1,1.14,1.03,0.089,A2
8.7,4.44,1.08,0.113,A0
6.79,4.74,0.57,-0.044,B8/B9IV
8.2,1.62,0.9,1.205,K1III
8.14,10.0,1.37,0.549,F8
8.61,3.77,1.54,1.247,K5
10.05,3.84,1.48,0.552,F8
8.75,4.97,1.62,0.384,F5...
5.95,6.34,0.84,1.475,K2
7.45,7.25,0.88,0.043,B9
6.56,5.88,0.79,0.092,A3V
9.57,6.6,1.43,0.515,G0
6.85,6.8,0.91,1.205,K0
8.74,2.04,1.4,0.933,G6/G8III
8.92,1.03,1.23,1.537,K7
9.72,21.39,1.89,0.923,K0
5.66,9.32,0.63,1.132,K2III
10.18,1.89,1.76,0.903,G5
8.63,4.59,1.13,0.365,F0
7.66,2.89,0.96,1.104,K0III
7.66,7.77,0.88,1.162,K2
8.91,8.01,1.22,0.607,G2V
7.85,20.2,1.1,0.488,F8
8.02,1.06,1.11,1.66,K4/K5III
8.08,22.78,1.0,0.7,G5
8.85,9.53,1.4,0.475,F0V
10.2,7.41,1.52,0.456,F8
8.72,0.22,1.08,1.578,K4III
7.16,3.56,0.97,1.29,K2
7.6,4.19,1.05,1.104,K2
7.45,4.45,0.56,0.073,B4V
8.41,3.31,1.21,1.12,K0III
8.94,6.23,1.86,1.1,G8V
8.31,2.53,1.0,1.047,K0
9.1,3.34,1.33,0.494,F2
7.17,12.12,0.61,0.246,A3
8.06,4.57,0.86,1.242,K0III
5.57,12.39,0.66,1.16,K2III
8.52,6.37,0.88,0.56,F6IV/V
10.7,0.56,1.79,0.561,F8
9.13,1.56,1.49,1.397,K2
8.81,0.77,1.04,1.019,K0
8.95,3.99,1.31,1.016,G5
8.21,19.23,1.13,0.498,F4V
8.52,7.82,1.53,0.463,F8
9.32,5.76,1.26,0.395,F5
8.84,3.57,1.11,0.367,A5
6.68,3.07,0.52,0.087,B8III
10.0,8.56,1.34,0.651,F8
8.4,1.63,1.11,0.154,A2
8.23,2.58,1.13,1.354,M6III
9.13,5.58,1.24,0.364,F0V
8.78,-0.05,0.92,1.68,M2
8.38,2.83,1.41,0.104,A2IV/V
8.65,3.61,1.15,0.281,A0
8.29,2.73,0.97,1.274,K2
9.68,4.23,1.39,0.82,F0
8.71,16.2,1.13,0.753,G8IV
7.0,0.16,1.29,2.6,C9I
10.22,22.51,5.19,0.914,K3
7.84,26.78,1.03,0.718,G6V
9.18,2.84,1.21,0.2,A4V
7.79,1.84,0.65,0.04,B3V
8.74,5.15,1.24,0.48,F5
9.83,2.14,1.48,1.004,G5
8.98,3.16,1.23,1.16,K0
9.16,10.39,2.78,0.587,K0
8.55,15.72,1.17,0.546,F8
8.36,2.69,0.78,1.044,G8/K0III
7.8,3.49,1.04,0.994,K0
8.83,1.59,1.21,1.52,K5
7.96,12.4,0.93,0.546,G1V
6.29,5.4,0.58,0.226,A6III
9.21,10.85,1.25,0.719,G5V
9.74,0.6,3.22,0.1,A0V
7.95,3.45,0.84,1.018,K0III
9.95,-2.34,1.51,1.366,G0
8.7,1.12,1.25,1.313,K5
6.56,21.28,0.66,0.513,F7V
8.47,8.44,0.99,0.552,G0V
8.6,0.72,1.16,0.003,B9V
6.88,0.92,0.61,0.423,B5Iab
9.65,11.29,1.5,0.673,G0
9.8,2.11,1.46,0.63,G0
6.53,4.32,0.56,1.482,K4/K5III:
8.11,5.34,0.93,0.539,G0
8.02,2.55,1.12,1.227,K0
11.06,-1.39,2.41,0.479,F5
8.16,7.73,1.37,0.2,F5
8.07,1.76,0.97,1.557,K4III
8.11,3.85,0.91,0.292,F0
8.75,13.79,1.21,0.613,G0
7.46,0.99,0.69,0.013,B6/B7III
8.67,12.99,0.76,0.619,G2V
10.2,20.75,1.66,0.898,K8
8.35,3.28,1.19,0.411,F5
7.69,1.25,1.09,1.514,K5
8.79,0.4,1.22,1.414,K5
9.08,12.64,1.34,0.66,G
8.44,3.09,0.93,0.832,G0
8.72,1.08,0.96,0.294,A9V
8.87,4.57,0.87,0.424,F3/F5V
9.27,5.09,5.19,0.52,G5
6.63,3.22,0.72,1.431,K2
8.21,7.86,2.62,0.87,G5
8.69,0.06,0.89,-0.036,B9V
7.96,0.06,0.79,1.493,K3II/III
9.79,2.36,1.04,0.198,B9
9.6,4.98,1.63,0.31,F5
9.35,6.5,1.56,1.531,M0
6.37,3.12,0.78,0.087,A3V
8.87,1.26,1.16,1.344,K5
8.98,9.33,1.23,0.478,F5V
10.17,2.61,1.65,0.51,F0
7.55,11.55,0.91,0.337,F0
7.52,3.89,0.7,-0.057,B9V
8.56,0.15,1.25,1.493,K4/K5III
8.29,4.98,1.07,0.228,A2
9.15,9.08,0.85,0.59,F7V
6.36,1.94,0.56,1.46,K2II/III
8.89,2.21,1.04,0.431,A3IV/V
8.19,3.46,0.95,1.162,K2IIICN...
5.26,0.54,0.54,0.13,B9Ia
6.76,4.37,0.77,1.071,G8III:
8.73,7.57,1.87,0.483,F5V
6.44,10.35,0.72,1.114,K2III
8.58,6.07,0.9,0.288,A5
8.38,10.82,1.27,1.044,K3III
7.47,3.97,0.91,0.089,A3V
9.27,5.02,1.67,0.446,F3V
7.76,3.54,0.81,0.19,A4II/III
8.26,2.05,0.74,0.062,B6V
8.17,18.1,1.46,0.652,K0
7.65,12.67,0.87,0.483,F5
6.31,3.93,0.79,1.503,K5III
8.71,1.16,1.13,0.998,K0III
9.79,23.94,1.71,1.048,K8
10.57,5.8,1.85,0.569,F8
9.7,4.54,1.82,0.369,G5
10.4,10.63,7.25,0.906,K3V
7.76,20.61,0.96,0.579,G2V
7.02,7.24,0.78,0.373,F2
10.66,27.17,2.22,1.293,M0
10.18,9.07,3.7,0.725,G5
8.57,12.87,1.18,0.566,G0
7.52,2.76,0.87,1.554,K5III
7.52,9.42,1.01,0.912,G5
8.82,5.78,1.33,0.966,K0
8.52,3.05,1.03,1.212,K2III
7.15,7.99,0.87,1.078,K0
8.75,3.36,0.88,-0.08,B8/B9V
8.79,2.71,1.13,0.13,A3
9.03,2.53,1.17,0.936,K0
7.63,27.78,1.0,0.557,G0
7.37,3.51,0.86,1.565,M...
9.98,4.07,1.41,0.587,F8
10.05,24.92,1.43,1.075,K4
6.7,2.58,0.54,1.678,M1III
9.71,2.64,1.41,0.414,F2
9.03,3.97,0.89,1.234,K0II/III
8.45,1.02,1.07,0.906,G5
7.88,1.11,0.92,1.631,K5III
7.48,8.78,0.87,0.437,F5
7.18,22.81,0.95,0.56,F8
7.98,4.47,1.19,1.115,K2
10.42,0.39,2.01,0.399,F8
9.77,6.5,1.39,0.47,F8
8.42,6.25,1.22,0.705,G5
8.74,3.13,1.33,0.304,A2
9.2,2.19,1.23,0.376,F5
8.01,2.59,1.1,1.092,K0III
9.46,8.55,1.29,0.62,G
7.44,1.59,0.6,1.386,K2IIICN...
7.13,25.94,0.97,0.679,G6V
8.78,5.65,1.53,0.321,A2
9.1,1.72,1.33,0.294,F5
9.3,10.62,2.11,1.0,G5
7.32,1.89,1.31,0.477,A8IV
6.79,0.52,0.72,-0.065,B6III
7.75,13.02,0.92,0.67,G5
8.74,8.31,1.14,0.76,G5V
10.06,15.98,1.09,0.778,K0
9.19,-0.55,1.11,1.211,K2
7.02,24.23,0.99,0.645,G3/G5V
7.99,4.8,0.96,0.086,A0IV/V
8.3,1.66,0.79,1.052,G8/K0III
9.48,7.8,1.49,1.083,K1III
8.73,4.18,1.08,1.377,K3III
8.37,1.88,1.11,1.058,F7V
9.13,11.0,1.18,0.697,G5V
9.51,10.82,1.33,0.595,K0
8.39,13.66,1.15,0.591,F8
8.0,13.43,0.95,0.544,F8V
8.38,1.31,1.11,1.183,K2III
