Vmag,Plx,e_Plx,B-V,Amag,TargetClass
3.94,11.66,0.77,-0.12,14.273492752114976,1
9.34,2.2,1.46,0.199,16.052113404111033,2
8.94,14.25,16.39,1.183,19.709074321722646,5
8.74,11.07,1.15,0.658,18.960738104393613,3
9.11,2.47,1.4,1.338,16.07348476629833,5
8.64,10.08,1.71,0.969,18.657302660547533,5
11.52,9.63,5.21,0.88,21.438131435622672,5
12.23,1.08,3.12,-0.23,17.39711877743475,2
7.88,9.46,0.87,0.366,17.759455682008962,3
8.29,8.85,1.07,0.403,18.024716353489126,3
9.39,3.02,1.27,1.025,16.790034714785754,5
9.55,7.86,1.6,0.627,19.02711273019704,3
8.23,3.1,1.09,0.466,15.686808469171364,3
5.77,5.75,0.65,-0.019,14.568339223448152,1
8.51,5.08,1.55,0.5,17.0393185614196,5
6.89,11.5,1.09,0.292,17.19348920176806,2
3.46,27.73,0.71,1.161,15.67474934788931,5
8.52,4.72,0.83,0.3,16.889709993170438,2
8.56,1.29,0.89,0.799,14.112948551496245,4
8.76,-0.13,1.41,1.551,9.329716761534184,6
10.56,35.99,1.69,1.256,23.340909233264554,5
7.48,3.94,0.65,0.034,15.45748110912787,2
9.45,4.27,1.35,0.381,17.60213937512512,3
4.24,10.43,0.5,1.213,14.331421542132654,5
8.63,28.33,1.3,0.837,20.89123287260219,5
8.85,2.44,0.91,1.212,15.786949131693646,5
8.13,2.29,0.91,1.093,14.92917741169944,4
9.02,3.4,1.06,1.468,16.677394585211275,5
8.95,3.68,1.32,1.271,16.779239093367586,5
9.36,2.79,1.4,0.586,16.58802101636799,3
7.62,4.06,1.17,0.244,15.662630167885972,2
9.82,3.7,1.38,0.692,17.661008620334975,3
8.95,14.58,0.91,0.529,19.76878761990978,3
8.77,10.1,1.27,0.495,18.791606868913213,3
8.2,12.24,1.76,0.501,18.63890708904771,3
7.96,1.64,1.01,0.99,14.034219240238489,4
7.81,4.07,1.61,0.044,15.8579720461261,2
8.41,2.71,0.76,1.572,15.574846454372029,5
7.31,4.97,0.93,-0.058,15.79178194366666,1
8.08,3.9,1.03,-0.09,16.035323035132496,1
9.1,21.57,1.27,0.764,20.769250725512727,4
9.78,8.66,2.32,0.485,19.467589460086735,3
9.99,1.64,1.55,0.131,16.06421924023849,1
8.71,1.3,1.25,0.977,14.279716761534186,4
8.62,7.29,1.02,0.387,17.933637641589875,3
9.71,4.2,1.25,1.01,17.826246451989505,5
7.86,10.41,0.91,0.651,17.94725364755268,4
7.7,3.73,0.83,1.069,15.55854415904344,5
10.96,0.19,1.49,-0.049,12.353768004764145,1
7.93,3.04,0.75,1.399,15.344367918043769,5
8.81,6.91,1.58,0.64,18.007390236870993,4
9.73,7.23,1.68,0.46,19.025691486472656,3
8.57,3.22,0.96,1.314,16.109279358479156,5
9.21,6.04,1.17,0.795,18.11518469310566,4
9.81,2.91,1.56,0.54,17.129464944929538,4
8.79,2.85,1.64,1.42,16.06422430004255,5
9.2,5.5,3.46,0.691,17.90181344747122,3
8.8,5.41,1.33,1.673,17.465986325532846,5
8.68,6.42,1.15,0.711,17.717675140344266,4
8.09,2.8,1.01,1.55,15.325790156711097,5
9.67,0.97,1.44,1.305,14.603858671331224,6
6.24,6.97,0.54,0.922,15.456163890490048,5
12.38,46.11,3.65,1.53,25.69897561109704,6
8.93,1.08,1.26,1.179,14.097118777434748,5
9.27,1.77,1.61,0.6,15.509866331809032,3
6.93,0.65,0.66,0.24,10.994566783214278,1
9.8,5.93,1.51,0.586,18.66527346682131,4
7.36,5.33,0.91,0.141,15.993636045132863,2
7.94,7.57,0.99,0.378,17.335479397500364,3
9.71,5.46,0.99,0.52,18.395963213523686,3
8.31,7.98,1.12,0.415,17.820014456753647,3
9.0,3.53,1.22,0.28,16.738873526939113,2
8.05,1.71,1.0,0.072,14.214980551960771,2
9.45,7.86,1.43,0.537,18.927112730197038,4
10.24,1.08,1.33,0.409,15.407118777434748,3
10.4,7.09,2.48,0.953,19.653231175915334,4
8.5,3.52,1.09,0.224,16.232713317390655,2
7.54,6.39,0.92,0.228,16.567504290792,2
8.74,3.63,1.67,0.295,16.53953312518056,2
7.14,10.32,0.82,0.464,17.208398486455962,3
8.1,6.49,0.86,0.36,17.161223484001844,2
7.55,10.05,0.82,0.413,17.56083030878254,3
8.38,4.37,0.99,0.2,16.58240718485211,2
8.51,7.28,1.02,0.923,17.820656896565186,5
9.51,1.2,1.35,1.2,14.905906230238124,5
4.26,4.43,0.8,0.012,12.492018631115348,1
8.66,2.59,1.99,1.129,15.72649882040626,4
8.44,5.87,1.21,1.069,17.28319050623807,5
8.42,4.95,1.61,0.117,16.893025994667845,2
8.6,3.9,1.17,0.666,16.555323035132496,4
8.73,7.96,0.92,0.743,18.234565338688345,4
6.65,13.24,0.75,0.439,17.259439925518407,3
8.42,10.17,0.94,0.481,18.456604764613722,3
7.57,8.3,0.86,0.173,17.16539046188037,2
11.38,26.61,3.57,1.435,23.505224372756945,6
6.65,7.68,1.8,0.342,16.07680610015756,3
7.72,7.74,0.91,0.701,17.16370480341446,3
9.64,4.57,1.6,0.551,17.939581000349254,3
2.07,16.36,0.76,1.576,13.138916496676522,6
9.66,9.54,1.51,0.487,19.557741873520477,4
8.6,4.23,1.05,0.167,16.73170183687521,2
7.71,4.75,1.23,0.397,16.093468048124333,3
8.05,2.26,1.04,1.179,14.820542195737005,5
8.49,4.37,1.11,0.491,16.692407184852108,3
5.57,8.09,0.66,0.697,15.109742608061362,4
9.02,6.56,1.04,0.803,18.1045191968783,3
9.27,11.94,1.24,0.576,19.65502163396675,3
7.19,5.47,0.88,0.069,15.879936631667157,2
6.75,4.35,0.77,1.14,14.942446284773187,4
9.24,16.69,1.33,0.759,20.352281683396235,4
9.58,5.9,1.34,0.601,18.43426005821072,4
10.13,2.92,2.05,0.492,17.456914257242094,3
8.8,20.21,0.84,0.672,20.32783156757652,4
8.66,2.27,0.97,0.957,15.440129285965615,4
8.28,2.29,1.08,0.984,15.079177411699439,5
6.97,9.98,0.91,0.546,16.965652706436856,3
8.45,8.75,1.11,0.546,18.160040265111565,3
9.91,2.79,2.37,0.446,17.138021016367986,3
7.92,4.37,1.62,0.795,16.122407184852108,3
8.57,11.01,1.34,0.541,18.778936594858756,3
8.64,3.03,1.13,0.972,16.047213142511524,4
9.32,7.38,1.42,0.529,18.660281809115208,3
7.34,4.39,1.0,1.131,15.552322601210607,5
8.22,2.89,0.91,0.955,15.52448921378274,3
8.74,8.25,1.18,0.561,18.322269742749626,3
8.08,4.46,1.12,0.989,16.326674293560707,5
8.53,11.7,7.69,0.536,18.87092930873081,3
6.41,7.9,0.59,0.888,15.898135456452207,4
8.12,2.93,0.92,0.947,15.454338101770547,5
8.09,13.21,3.92,0.47,18.694514088072637,3
8.38,7.21,0.72,0.404,17.669676323597145,3
9.37,4.33,1.22,1.018,17.552439481766825,5
8.29,2.67,1.02,0.061,15.422556306822875,1
6.07,5.85,0.79,1.535,14.905779330410903,6
8.09,4.62,0.94,0.156,16.413209877780627,2
6.4,8.94,0.83,1.029,16.15668759397959,5
7.86,4.56,0.88,0.12,16.154824213322176,2
9.41,1.73,1.17,0.4,15.600230515643977,3
6.98,12.21,0.64,0.309,17.413578319724415,3
9.2,12.12,1.04,0.574,19.617513099151335,4
9.58,17.12,1.53,0.821,20.747518801705674,4
9.12,2.4,1.13,0.687,16.02105620855803,4
9.12,3.93,1.14,1.352,17.091962751877134,5
5.67,18.98,0.71,0.603,17.06148104045637,3
5.81,9.06,0.78,1.466,15.595640988384066,5
8.25,2.54,0.84,1.651,15.27416858309969,6
9.8,122.86,7.53,1.568,25.247052554917722,5
8.28,4.1,1.09,0.88,16.343919283598677,4
7.63,5.5,1.18,0.924,16.33181344747122,4
9.62,5.34,1.45,0.553,18.25770628514278,3
8.31,10.94,0.93,0.454,18.50508660998706,3
9.99,1.5,1.64,1.115,15.870456295278407,5
8.99,1.4,1.14,1.153,14.72064017839119,5
7.66,5.42,0.79,0.201,16.329996432691935,2
8.64,0.65,1.16,0.95,12.704566783214279,4
7.3,4.57,0.74,0.223,15.599581000349254,2
8.53,2.66,1.1,1.039,15.654408183155335,5
7.49,5.21,0.94,0.167,16.074188616497622,2
8.89,5.21,1.14,0.402,17.47418861649762,3
5.97,3.63,0.84,1.491,13.769533125180562,5
6.9,9.47,1.89,0.43,16.781749895016368,3
8.69,1.64,1.12,1.2,14.76421924023849,5
8.57,3.32,1.12,1.515,16.175690418520183,5
7.98,10.91,0.87,0.47,18.169123752941708,3
8.78,2.54,1.07,0.486,15.80416858309969,3
8.55,1.84,1.15,1.212,14.874089115047683,5
10.25,1.08,1.45,0.654,15.417118777434748,2
5.32,10.26,0.57,-0.014,15.375736803878988,2
9.53,3.14,1.24,0.229,17.01464824036607,2
8.83,4.44,1.21,0.337,17.0669148505731,2
7.66,37.34,0.91,0.73,20.520871568065296,5
9.55,0.94,1.35,1.728,14.415639267998493,5
9.15,5.75,1.4,0.537,17.94833922344815,3
7.32,8.51,0.85,0.391,16.96964780042294,3
8.2,1.95,1.06,1.555,14.65017305681259,6
8.1,4.71,1.0,0.391,16.46510453564448,3
9.08,20.0,1.33,0.771,20.585149978319905,4
8.26,2.64,0.96,1.392,15.368019634349155,5
8.06,27.87,0.69,0.849,20.28568484356652,5
10.65,0.96,2.65,0.339,15.561356165197843,4
6.55,17.41,0.67,0.553,17.753993855586657,4
10.23,4.02,1.7,0.417,18.25113026542235,3
7.3,2.18,0.91,1.63,13.992282468023024,5
7.23,25.25,0.9,0.568,19.2413069122734,4
10.16,7.75,1.73,0.579,19.60650851253155,4
7.24,3.45,0.75,-0.023,14.92909547536637,1
8.56,10.26,0.96,0.476,18.61573680387899,3
8.2,6.86,0.95,0.612,17.381620578533756,3
7.15,7.12,1.44,1.496,16.412399968184282,5
9.06,9.25,1.31,0.525,18.890708663695165,3
8.19,2.86,0.92,1.22,15.471830165645216,5
4.34,23.73,0.68,0.17,16.216488691086695,2
7.86,5.72,1.08,0.967,16.64698014396512,4
5.15,5.82,0.78,0.261,13.974614923249444,3
9.38,3.96,1.34,0.705,17.36847592962756,4
9.92,2.35,2.69,0.513,16.77533931135868,3
8.13,1.84,0.99,0.928,14.454089115047683,4
10.0,5.68,3.12,0.512,18.771741678555095,3
5.8,3.56,0.73,-0.095,13.557249989864378,1
8.78,13.4,0.76,0.602,19.41552399182404,4
6.6,4.17,0.8,1.6,14.700680274868787,5
8.35,10.71,1.11,0.466,18.498947354159277,3
7.83,7.57,1.51,0.888,17.225479397500365,4
7.31,3.89,0.84,-0.026,15.259748006628538,1
10.65,4.62,2.07,0.65,18.973209877780626,3
9.56,2.04,1.15,0.575,16.108150837129493,1
7.96,5.35,0.95,0.96,16.60176891010614,5
9.59,3.23,1.03,1.556,17.136012611655516,6
7.1,3.9,1.05,1.494,15.055323035132496,6
10.21,1.22,3.65,0.586,15.641799153373743,3
8.38,3.25,0.85,0.915,15.939416804894373,4
9.27,1.62,2.0,0.569,15.317575072713154,3
9.19,1.81,1.16,1.5,15.478392874345921,5
10.62,15.03,1.94,0.944,21.50479490293454,5
9.4,7.39,0.96,0.506,18.743222191974127,3
5.56,7.96,0.6,-0.052,15.064565338688343,1
10.79,2.23,1.87,0.54,17.5315243152408,3
9.71,7.35,2.05,0.417,19.041436695420977,3
9.74,3.87,3.01,0.0,17.678554825094558,1
9.12,2.93,1.22,0.256,16.454338101770546,2
4.66,7.42,0.68,1.024,14.012019526395136,5
9.49,3.31,1.59,1.089,17.089139968878595,5
8.89,3.41,1.22,0.387,16.553771894962487,3
9.46,8.9,1.45,0.656,19.206950033224565,4
6.49,7.92,0.85,0.891,15.983625907947468,4
8.69,3.6,0.97,0.124,16.471512503836436,1
8.6,1.11,1.31,1.412,13.826614893933288,5
7.48,24.65,0.91,0.589,19.439084618066243,4
9.1,4.65,1.28,1.241,17.437264764449772,5
8.88,3.69,1.02,0.497,16.7151318307953,2
9.07,4.12,1.31,0.078,17.144486080165674,2
8.99,3.23,3.11,0.46,16.536012611655515,3
8.31,1.96,1.12,1.042,14.77128035678238,4
8.99,6.27,1.16,0.456,17.976337704153583,3
4.51,20.11,0.87,1.092,16.02706035298371,5
7.93,2.23,1.14,1.018,14.671524315240802,5
7.57,3.38,0.93,0.338,15.214583501388274,3
5.57,8.99,0.6,-0.072,15.338798458666144,1
7.91,4.08,0.96,1.0,15.9633008154494,4
9.41,6.72,2.0,1.306,18.546846365269126,5
8.9,3.43,0.92,0.131,16.576470600213852,2
9.2,7.54,1.83,0.675,18.58685672934887,4
5.93,7.4,0.82,1.403,15.276158598654881,5
8.07,6.54,1.01,0.169,17.147888741621337,2
8.58,4.16,1.05,0.374,16.675466653133714,3
9.11,3.45,1.33,0.978,16.79909547536637,5
8.31,6.75,0.71,0.354,17.456518864155125,3
8.66,3.99,0.99,-0.035,16.664864478433742,2
8.49,7.54,1.09,0.6,17.876856729348873,4
9.74,0.27,1.82,1.286,11.896818820794937,5
9.08,4.54,1.54,1.3,17.36527926428552,5
8.37,2.66,1.13,0.898,15.494408183155334,4
8.55,6.93,3.12,0.346,17.753666173059035,2
9.07,2.69,1.22,0.861,16.218761400012042,4
7.8,1.63,0.89,1.061,13.860938022019788,4
8.86,10.31,1.31,0.575,18.926293326417582,4
11.03,-2.75,2.12,1.01,18.226663469151312,4
9.05,1.51,1.37,0.082,14.944884736465848,1
10.45,2.08,1.78,0.498,17.04031667481381,3
9.36,2.07,1.2,0.502,15.939851727284589,3
9.15,6.8,1.92,0.987,18.312544563531183,4
8.12,5.83,1.07,1.117,16.94834277379507,5
8.66,3.51,1.37,1.685,16.38653558232912,5
9.15,6.49,0.88,0.309,18.21122348400185,2
8.89,3.64,2.06,0.308,16.69550691824528,2
8.84,0.15,1.1,1.418,9.720456295278407,4
9.67,4.54,1.32,0.43,17.95527926428552,3
9.97,5.66,1.49,0.577,18.73408215594136,3
9.5,6.19,1.32,0.54,18.458453245100593,3
8.88,3.24,1.03,0.066,16.43272505103306,2
8.75,1.81,1.09,1.168,15.038392874345924,5
7.17,16.15,0.6,0.587,18.21086263333561,3
9.67,4.14,1.41,0.457,17.755001705604496,3
7.38,2.88,0.78,1.09,14.676962438796153,5
5.6,11.98,0.52,0.008,15.992284090266464,2
8.52,1.0,1.09,1.732,13.52,6
7.52,8.98,0.86,0.355,17.286381683336522,3
11.35,18.76,2.72,1.22,22.71616417021523,5
6.89,29.64,0.81,0.494,19.24939099653645,3
9.09,8.34,1.18,0.503,18.695830253188696,3
8.92,4.33,2.16,0.417,17.10243948176683,3
9.43,12.13,1.38,0.758,19.849304004332865,4
8.59,3.96,0.88,0.416,16.57847592962756,3
6.54,14.04,0.81,0.468,17.276835538968932,3
8.62,3.48,1.07,-0.044,16.327896219732903,2
9.06,2.54,1.21,1.299,16.08416858309969,5
9.91,5.02,1.65,0.5,18.413518585725097,3
7.59,5.83,0.85,0.36,16.418342773795068,3
9.54,7.37,1.24,0.52,18.877337439295257,3
7.74,22.01,0.96,0.687,19.453100212766742,4
12.1,269.05,7.57,1.85,29.249164981912564,6
8.28,7.14,1.1,0.16,17.54849105888087,1
6.55,19.17,0.92,0.454,17.963110564390313,3
8.71,31.12,1.52,0.931,21.175197941588255,5
8.03,2.75,0.85,0.053,15.226663469151312,2
8.35,0.65,1.02,0.515,12.414566783214276,1
6.13,4.67,0.77,1.652,14.47658440283056,6
7.63,16.91,1.15,0.471,18.770718037988708,3
8.13,2.08,1.17,1.05,14.720316674813809,4
9.11,-0.74,1.29,0.473,13.45615859865488,1
9.94,7.28,1.12,0.596,19.250656896565186,4
8.51,1.7,1.14,1.095,14.66224460689137,3
8.53,5.93,2.03,0.577,17.395273466821312,3
9.53,1.95,1.37,0.621,15.980173056812589,1
7.55,3.99,1.31,0.394,15.554864478433743,3
7.88,3.24,0.94,1.11,15.43272505103306,5
5.95,13.62,0.71,0.281,16.620885537883833,2
11.95,15.18,3.07,1.106,22.856358857797307,5
9.55,45.4,1.55,1.267,22.835279264285518,5
8.49,2.93,1.06,0.981,15.824338101770548,4
6.97,5.26,0.89,1.05,15.574928720768696,5
6.59,8.28,0.71,0.934,16.1801516839244,4
9.54,4.57,1.23,0.371,17.839581000349252,4
8.24,4.06,1.17,1.322,16.28263016788597,5
8.57,4.97,1.91,0.203,17.05178194366666,2
8.59,3.67,1.15,0.2,16.413330321260446,2
7.0,4.97,1.91,0.039,15.48178194366666,2
9.25,-1.02,1.25,1.021,14.293000858809588,4
8.33,9.26,0.95,0.423,18.163054933409672,3
7.3,12.94,1.28,0.38,17.85967138166341,2
7.83,4.32,0.9,0.104,16.007418734074562,2
9.47,6.94,1.26,0.572,18.676797352274274,3
7.07,5.15,0.82,0.99,15.629036145205957,4
9.32,8.87,1.37,0.673,19.059618099158634,4
6.24,9.58,0.95,0.98,16.146827545392725,4
8.3,4.52,1.17,1.381,16.57569217405691,5
8.58,10.17,1.37,0.487,18.61660476461372,3
7.41,16.49,1.02,0.551,18.49610327822259,3
8.53,1.84,1.13,0.034,14.854089115047682,2
7.24,22.36,0.79,0.77,18.987358996071926,4
7.86,18.68,1.05,0.578,19.21688435947037,4
9.14,4.83,1.31,0.796,17.559735653757564,4
6.4,5.0,0.82,0.018,14.894850021680094,1
8.32,2.02,1.11,1.24,14.84675684723312,4
9.14,1.66,1.38,1.356,15.240540440200276,5
9.12,1.81,0.89,0.995,15.408392874345921,4
9.09,9.23,0.87,1.014,18.91600850512956,5
9.78,0.14,1.42,0.21,10.51064017839119,1
6.73,4.37,0.87,-0.144,14.93240718485211,1
7.99,8.04,0.7,0.907,17.51628024374226,5
7.3,5.45,0.78,1.208,15.981982511383212,5
8.95,21.71,1.25,0.685,20.633299117272102,4
7.79,1.59,0.91,1.446,13.796985621602257,5
10.09,14.41,1.62,0.968,20.883319904069946,5
8.53,15.24,0.79,0.647,19.444924835017908,4
8.98,4.82,1.18,0.374,17.39523519119425,2
7.79,8.51,0.99,0.193,17.43964780042294,2
8.23,2.72,1.01,1.294,15.402844520170994,5
7.25,6.46,0.84,1.132,16.30116258997542,5
10.95,4.23,1.82,0.599,19.08170183687521,3
9.09,1.84,1.22,1.083,15.414089115047682,4
7.7,2.31,0.71,0.786,14.518059899460724,4
9.15,6.36,1.51,0.588,18.16728557824207,3
7.26,18.95,0.83,0.424,18.648046071520454,3
8.68,17.14,1.41,0.762,19.850054087935895,4
9.95,5.76,1.74,0.583,18.75211241711606,4
9.42,11.31,1.87,0.843,19.687313024627276,5
9.63,13.59,2.01,0.62,20.29609728366247,4
10.21,-1.3,1.21,0.138,15.779716761534186,2
8.64,3.31,1.08,1.067,16.239139968878597,4
7.43,5.86,0.86,1.225,16.269488080090454,5
6.74,7.67,0.87,0.993,16.163976819744903,4
7.83,3.08,1.01,1.413,15.272753582502222,5
8.58,3.66,1.42,0.056,16.397405426972053,2
10.29,1.89,1.67,0.55,16.67230902086622,3
10.52,0.83,1.98,0.38,15.11539046188037,3
7.8,2.69,0.95,1.205,14.948761400012039,5
7.51,4.2,0.89,0.943,15.626246451989502,4
8.34,0.66,1.4,0.99,12.437719677709342,5
8.41,1.46,1.25,1.605,14.231764278922185,5
9.55,2.94,1.66,1.002,16.891736652060786,5
9.23,5.9,1.72,1.236,18.084260058210724,5
8.08,11.88,1.08,0.488,18.454082203225873,3
8.75,13.17,0.85,0.499,19.34792887480892,3
9.54,5.68,1.34,0.495,18.311741678555094,3
9.04,2.72,1.17,0.915,16.212844520170993,5
7.83,3.79,0.98,1.341,15.723196049840361,4
8.63,9.73,1.07,0.463,18.57056420134176,3
8.44,6.18,0.94,0.449,17.39494237544408,4
12.37,-13.67,7.62,1.22,23.04884257283911,5
10.12,4.34,1.65,0.406,18.307448647562552,3
5.21,22.09,2.04,0.32,16.930978579357177,2
8.8,5.28,1.22,0.31,17.413169612669062,3
7.77,3.24,1.04,1.073,15.32272505103306,4
9.37,14.45,1.41,0.603,20.169339235462836,4
9.1,29.3,1.17,1.035,21.43433810177055,5
4.67,8.64,0.81,1.047,14.352568712394467,5
6.44,16.69,18.42,0.492,17.552281683396235,3
7.62,2.53,0.89,1.56,14.63560260587909,5
8.07,3.09,0.95,1.349,15.519792397124174,6
8.47,23.55,1.01,0.446,20.329954557324577,3
8.33,5.53,1.16,0.09,17.043625656523492,2
8.54,1.65,1.08,1.101,14.627419721069531,5
8.54,4.64,1.13,1.111,16.872589902774404,5
8.87,9.11,1.35,0.476,18.66759188486499,3
8.21,3.42,1.13,0.93,15.880130530280676,4
7.69,10.93,1.14,0.571,17.883100809748516,3
9.53,0.93,1.1,0.164,14.372414742769674,1
7.15,14.74,0.77,0.428,17.992487417615166,3
9.23,3.25,1.52,0.151,16.789416804894373,1
9.97,6.6,1.93,0.46,19.067719677709345,3
8.38,2.46,1.06,1.1,15.334675535516897,5
9.04,4.73,0.94,0.47,17.414305703689056,3
7.55,6.58,1.81,0.999,16.641129468069778,4
9.49,6.11,1.32,0.276,18.420206051212773,2
9.82,32.62,1.38,1.22,22.387419783521285,5
6.88,14.68,1.0,0.312,17.713630277900258,3
7.05,12.7,0.92,0.584,17.569018604779785,3
8.13,8.92,0.8,0.468,17.881824271880618,3
9.17,1.2,1.36,0.993,14.565906230238124,5
7.18,2.3,0.78,0.031,13.988639180087965,1
8.69,11.97,1.25,0.544,19.080470752032056,4
9.15,1.48,1.09,1.482,15.001308576974788,6
8.05,5.0,1.01,0.533,16.544850021680094,3
6.33,3.21,0.82,1.684,13.862525162024362,1
9.32,11.55,2.24,0.618,19.632909921140815,4
9.34,7.9,1.17,0.511,18.82813545645221,4
7.97,2.07,1.05,1.431,14.54985172728459,5
10.1,8.64,2.25,0.67,19.782568712394465,4
8.35,14.33,0.98,0.55,19.131230951986723,4
5.97,6.52,0.79,-0.082,15.041237978659602,1
9.26,9.95,1.27,0.584,19.249115403728627,3
9.93,4.25,2.39,0.539,18.07194465025156,4
8.7,1.5,1.37,1.26,14.580456295278406,5
7.18,23.31,0.86,0.546,19.017711367602885,3
9.17,3.93,1.46,0.875,17.14196275187713,5
9.54,4.08,1.99,1.374,17.5933008154494,5
9.22,0.64,0.93,1.428,13.250899869919436,5
9.1,7.3,1.34,0.496,18.416614300602276,4
8.78,0.81,0.93,0.062,13.322425094393248,2
8.47,4.54,1.16,0.086,16.75527926428552,2
10.82,11.43,2.17,0.7,21.110231151976407,4
8.69,1.16,1.17,1.077,14.01228994613459,5
11.77,4.36,2.84,0.95,19.96743244634293,4
7.34,4.0,0.84,1.13,15.350299956639812,5
7.36,5.68,0.83,0.002,16.131741678555095,2
9.43,11.22,1.21,0.634,19.67996428460071,4
7.52,3.38,0.75,1.212,15.164583501388273,5
8.23,9.13,0.91,0.478,18.032353887671498,3
5.14,41.01,0.89,0.448,18.204448846437423,3
7.97,4.81,0.9,1.0,16.38072538186916,4
8.92,1.84,1.14,1.743,15.244089115047682,5
8.49,7.4,0.96,0.558,17.836158598654883,4
10.17,2.2,1.63,0.217,16.88211340411103,2
9.48,2.73,1.61,-0.01,16.660813235203783,2
9.22,0.17,1.0,1.088,10.372244606891371,5
7.5,25.96,0.77,0.575,19.57152344064166,3
8.8,10.59,1.28,0.537,18.924479800537426,3
9.02,1.57,1.36,1.096,14.999498262046169,5
10.07,2.28,3.03,1.32,16.85967423500227,7
9.03,1.65,1.2,0.972,15.117419721069531,4
10.62,8.7,1.78,0.7,20.317596263093094,4
11.16,60.76,1.94,1.637,25.078088825953742,6
7.34,4.27,0.92,-0.014,15.492139375125118,1
7.8,4.43,0.95,1.071,16.03201863111535,5
7.57,0.97,0.75,1.043,12.503858671331225,5
9.03,15.94,0.92,0.762,20.042441585300466,5
9.47,3.01,1.44,1.122,16.862832477969217,5
8.91,5.84,1.09,0.439,17.742064235561998,3
8.07,4.82,1.09,0.465,16.48523519119425,3
9.23,4.05,1.42,0.802,17.267275116073343,3
7.41,2.13,0.73,1.348,14.051898017193688,5
9.75,4.09,1.69,0.494,17.80861654003671,3
6.04,7.07,1.0,1.081,15.287097068984497,4
8.2,0.25,1.18,1.308,10.189700043360187,5
9.41,4.25,1.36,1.31,17.551944650251556,5
7.72,3.16,1.0,0.96,15.21843541309202,4
8.5,7.45,1.23,0.446,17.860781363741463,3
7.25,11.38,1.66,0.469,17.53071131029526,3
8.52,7.67,2.14,0.257,17.943976819744904,2
9.12,12.28,1.24,0.662,19.565991834025745,4
9.07,5.74,1.47,0.208,17.86455946198987,2
5.7,22.79,0.8,0.428,17.488721625901878,3
9.98,11.89,1.48,0.623,20.35590927309346,4
9.65,2.52,1.55,0.465,16.65700270390772,3
9.28,3.03,1.25,0.353,16.687213142511524,4
8.0,11.79,1.04,0.493,18.357569025475446,3
9.27,2.77,1.26,1.007,16.482398845322244,5
8.49,2.51,0.97,0.075,15.48836860740519,2
7.34,19.39,1.5,0.473,18.777889045393525,3
7.94,11.59,0.91,0.383,18.26041717981798,3
7.22,47.36,1.25,1.0,20.597058468574318,5
7.61,2.84,0.73,1.626,14.876591700235188,6
8.57,5.54,1.17,0.3,17.287548823642148,2
9.12,15.12,1.05,0.629,20.01775895582594,4
10.89,-0.6,2.04,1.38,14.78075625191822,3
8.13,3.23,1.26,1.001,15.676012611655516,5
10.24,4.81,2.01,0.499,18.650725381869158,3
8.18,2.77,1.2,1.044,15.392398845322242,5
9.24,2.94,1.25,0.874,16.581736652060787,4
10.13,3.71,1.51,0.481,17.97686954807523,3
8.74,9.14,1.88,0.661,18.544730978669158,4
9.34,15.19,1.43,0.655,20.24778886931393,4
9.56,3.02,1.32,1.281,16.960034714785753,5
9.84,3.96,2.0,0.856,17.82847592962756,4
9.0,5.6,1.24,0.457,17.740940135031003,3
8.3,5.79,1.84,0.905,17.11339281863718,4
8.56,3.58,1.67,1.132,16.32941513321937,5
9.33,3.34,1.16,1.068,16.948732334057823,5
8.38,6.8,0.92,0.494,17.54254456353118,3
4.97,66.43,0.64,0.571,19.081821262207747,3
8.86,2.8,1.11,0.14,16.095790156711097,1
8.54,3.46,0.82,0.243,16.23538049396388,2
9.02,4.8,1.38,0.46,17.426206186877934,3
8.06,3.51,1.17,0.911,15.78653558232912,4
8.61,8.28,1.07,0.532,18.2001516839244,4
8.6,0.75,0.93,1.5,12.9753063169585,6
9.41,4.88,1.29,0.947,17.852099110013555,5
11.66,-3.41,3.02,1.382,19.32377189496249,5
8.01,1.03,1.19,1.073,13.07418612352586,5
7.85,6.06,0.7,1.186,16.76236312083143,5
8.16,1.93,0.74,1.459,14.58778654503887,5
8.23,3.76,2.8,0.897,16.105939224638306,4
8.36,2.16,1.05,0.939,15.032268755754654,4
7.56,4.5,1.03,1.07,15.826062568876718,5
10.99,-0.64,5.15,0.478,15.020899869919436,3
6.99,3.39,0.75,0.086,14.640998491015411,2
8.72,3.68,0.92,1.192,16.54923909336759,5
9.93,-0.03,0.97,0.009,7.315606273598312,1
8.87,16.9,1.24,0.671,20.009433523068367,4
7.91,2.71,0.98,1.205,15.074846454372029,4
8.77,2.62,1.07,0.951,15.861506456598727,4
7.67,2.02,1.08,1.542,14.19675684723312,5
9.45,9.38,1.24,0.566,19.311014191895325,3
6.71,7.47,0.95,0.129,16.076603009076994,2
8.8,2.45,1.25,0.013,15.745830421822664,2
8.14,4.19,1.43,0.947,16.251070114831478,4
8.81,8.31,0.78,0.67,18.408005118920556,4
8.52,2.53,1.41,0.16,15.53560260587909,2
7.63,16.95,1.18,0.781,18.775848512695504,4
8.49,9.73,1.5,0.614,18.43056420134176,4
9.83,3.59,1.46,0.519,17.605472242891594,3
8.71,2.05,1.44,0.616,15.268769305278772,4
8.25,20.84,0.88,0.646,19.844488573137433,4
8.27,3.85,1.08,0.428,16.197303647542505,3
4.25,48.94,0.53,0.48,17.69831982507885,3
