Vmag,Plx,e_Plx,B-V,Amag,TargetClass
8.66,2.3,1.31,0.924,15.468639180087965,5
8.87,2.75,1.4,1.193,16.06666346915131,5
8.62,5.91,1.26,0.489,17.477937404406276,3
9.42,4.99,1.7,0.624,17.91050272811695,3
8.67,4.53,0.7,0.123,16.95049101006416,2
7.22,0.47,1.23,0.004,10.580489289678587,1
8.33,5.36,0.8,1.148,16.97582394846385,5
8.35,-0.61,1.22,0.298,12.276649175053835,1
8.58,14.27,1.33,0.675,19.352119865573236,4
7.1,1.86,0.59,1.273,13.44756472108958,5
7.35,11.45,0.66,0.458,17.644027433379534,3
9.41,2.46,1.26,-0.097,16.364675535516895,1
7.81,4.73,1.08,0.265,16.184305703689056,2
7.89,3.72,1.09,1.031,15.742714699409486,4
6.09,9.89,0.7,1.225,16.0659814579859,5
9.09,3.65,1.3,0.937,16.901464322282372,4
8.64,1.65,1.13,0.013,14.727419721069532,1
9.62,13.99,1.57,0.545,20.349088572459138,4
8.05,15.74,0.91,0.468,19.03502364011523,3
9.18,10.83,0.9,0.705,19.3531422831266,4
9.16,2.47,1.22,1.079,16.12348476629833,5
9.0,1.44,1.31,1.619,14.791812460476248,5
8.95,3.43,1.4,0.607,16.626470600213853,4
8.9,2.88,1.54,0.898,16.196962438796156,5
6.89,0.32,0.88,1.677,9.41574989159953,5
9.07,2.55,1.06,-0.065,16.102700902169776,1
8.85,12.02,1.8,0.673,19.249522338333602,4
8.55,5.12,0.86,1.021,17.096349804879154,5
8.64,3.02,1.24,0.274,16.040034714785754,2
9.31,0.89,1.26,0.075,14.056950033224565,2
9.85,6.62,2.02,0.419,18.954289947198497,3
9.01,0.66,1.23,0.521,13.107719677709344,1
7.29,5.01,1.02,0.904,15.789188629336227,4
7.74,1.66,0.75,1.678,13.840540440200275,6
8.28,4.04,1.01,1.074,16.311906825553024,5
9.75,0.98,1.54,1.299,14.706130378462476,5
8.47,12.46,2.16,0.618,18.947590211615754,4
7.01,1.09,0.93,1.235,12.197132489703119,5
6.68,7.58,0.85,1.013,16.07834602816027,5
8.28,1.44,0.91,-0.168,14.071812460476247,1
8.93,4.04,1.47,0.101,16.961906825553022,2
6.37,2.36,0.81,-0.048,13.234560014850533,1
7.77,8.05,1.71,0.523,17.29897940183934,3
8.87,6.79,1.12,0.499,18.029348871402508,3
8.82,2.29,1.05,-0.02,15.61917741169944,2
8.74,3.86,1.38,0.928,16.672936523358775,5
8.16,3.54,0.99,0.234,15.90501631012894,2
9.21,-0.48,1.24,-0.12,12.616206186877937,1
8.7,2.17,1.0,-0.1,15.382298669242648,1
6.47,4.14,0.52,1.424,14.555001705604496,5
7.98,2.21,1.01,-0.092,14.701961368425554,1
7.5,10.35,0.75,0.509,17.574701748964685,3
8.84,1.92,1.24,0.086,15.256506143517749,2
8.78,4.24,1.31,0.025,16.91682928296366,1
6.0,6.82,0.8,-0.027,15.168921873282393,1
8.5,2.64,1.22,0.001,15.608019634349155,2
7.71,1.17,1.26,1.644,13.050929308730808,6
7.14,2.19,1.03,1.022,13.842220574200592,5
8.82,4.42,0.74,0.97,17.04711134674546,5
8.6,2.46,0.97,0.93,15.554675535516896,4
8.7,0.83,1.15,0.004,13.29539046188037,1
8.86,-1.68,1.26,0.927,14.986546408629314,4
9.01,3.21,0.92,1.087,16.54252516202436,5
7.8,4.99,0.67,0.027,16.290502728116948,2
8.27,2.98,0.68,1.025,15.641081320381275,5
8.34,5.05,0.93,0.091,16.856456890593307,2
8.16,1.59,0.65,-0.058,14.166985621602258,1
8.55,4.52,0.82,0.964,16.82569217405691,4
8.77,5.44,1.32,0.965,17.4479944984909,5
8.74,1.67,1.16,0.873,14.853582355737917,4
6.15,17.96,0.79,0.353,17.42153166165643,3
6.73,7.6,0.55,0.909,16.134067961403957,4
8.35,1.81,0.8,1.549,14.638392874345922,5
8.33,3.8,1.16,-0.027,16.228917983084052,1
7.68,4.28,0.95,1.043,15.837218845065859,4
9.06,1.26,0.89,0.25,14.561852725587816,2
8.4,2.77,1.03,-0.015,15.612398845322243,2
7.06,3.51,0.92,-0.112,14.786535582329119,1
9.23,7.97,1.38,1.0,18.737291606980563,3
8.86,8.5,0.8,0.488,18.507094628571465,3
7.79,3.16,0.99,1.64,15.28843541309202,6
8.17,3.18,0.99,1.092,15.682135599922162,4
7.67,18.57,0.61,0.536,19.0140595186989,3
9.38,0.85,1.47,-0.063,14.027094628571465,1
7.84,12.92,1.01,0.49,18.39631256829533,3
5.78,5.8,0.82,1.513,14.597139967814687,6
8.71,3.59,0.77,0.068,16.485472242891596,2
6.17,9.4,1.78,0.102,16.035639267998494,2
7.8,3.78,1.34,0.3,15.687458999186127,1
8.44,1.95,1.67,-0.061,14.89017305681259,1
8.76,-0.09,0.94,-0.154,8.531212547196624,1
7.3,0.49,0.85,-0.111,10.750980400142568,1
10.14,41.63,2.16,1.34,23.23703205443389,6
8.75,4.79,0.82,0.886,17.151677567072817,4
9.86,5.05,1.5,0.321,18.376456890593307,3
9.15,1.51,1.34,0.028,15.044884736465848,1
8.4,1.04,0.94,-0.119,13.485166696493902,1
8.34,9.32,1.03,0.387,18.187079561769906,3
6.64,3.58,0.95,1.638,14.409415133219373,6
9.44,2.56,1.44,1.109,16.481199826559248,4
7.72,2.31,1.06,-0.01,14.538059899460723,2
7.86,2.65,0.95,0.556,14.97622936968404,3
6.5,0.92,0.88,-0.062,11.318939136727776,1
8.81,18.2,0.91,0.679,20.110356939925374,4
8.16,1.91,1.04,0.21,14.565166836238639,1
9.09,5.03,1.22,0.186,17.597839925279636,2
6.49,3.85,0.71,1.568,14.417303647542504,5
7.26,15.59,1.0,0.517,18.224230575944212,3
9.06,5.38,1.53,0.38,17.713911378331947,3
7.03,4.16,0.94,0.996,15.125466653133714,5
8.95,4.04,1.51,0.21,16.981906825553025,2
9.18,0.92,1.18,0.027,13.998939136727776,2
6.88,7.02,1.02,0.993,16.111685560649025,4
9.71,2.27,0.99,0.299,16.490129285965615,2
7.21,7.03,0.57,-0.018,16.44477662509912,2
7.47,1.79,1.09,1.562,13.734265154899466,4
6.34,3.93,0.6,-0.131,14.311962751877132,1
8.39,3.53,0.84,1.099,16.128873526939113,5
6.4,9.33,0.74,1.19,16.2494082187325,4
10.27,1.12,1.24,-0.085,15.51609011335091,1
8.74,6.16,0.78,0.45,17.68790356082213,3
6.09,4.94,0.53,0.702,14.558634744618235,4
8.72,8.7,0.77,0.692,18.417596263093095,4
8.61,2.38,1.08,0.031,15.492884785282559,1
8.87,2.22,0.78,0.265,15.601764872253192,2
7.81,2.92,1.3,1.419,15.136914257242092,5
7.44,3.34,1.0,1.461,15.058732334057822,5
8.1,4.73,1.08,1.019,16.474305703689055,4
9.41,9.2,1.46,0.631,19.228939136727774,4
7.44,1.5,0.69,1.652,13.320456295278408,6
8.26,-1.05,3.05,-0.022,13.36594649534969,1
8.61,2.16,1.81,-0.037,15.282268755754654,1
7.68,6.35,1.11,0.31,16.693868626459878,2
9.29,2.45,1.54,0.377,16.235830421822662,3
6.89,3.17,0.91,1.47,14.395296311088757,5
5.55,10.68,0.88,0.909,15.692856263462687,4
8.84,1.17,1.18,1.565,14.180929308730809,5
10.54,21.26,1.26,1.161,22.17781630093639,5
6.47,6.51,0.51,1.039,15.53790494284096,5
8.25,22.77,1.03,0.702,20.036815153075715,4
8.69,-0.44,1.08,-0.064,11.907263382430937,0
7.19,4.67,0.87,-0.11,15.536584402830563,1
8.04,4.56,1.09,1.36,16.33482421332217,5
7.5,3.59,0.61,-0.02,15.275472242891595,1
6.52,10.77,0.56,-0.008,16.681078516489908,2
8.9,3.68,0.88,1.199,16.72923909336759,5
11.12,-2.89,2.41,0.574,18.42448921378274,3
9.81,2.22,1.45,0.013,16.541764872253193,1
10.09,6.0,1.05,0.754,18.980756251918216,4
8.83,1.28,1.03,-0.119,14.366049848239342,1
9.3,8.27,1.0,0.673,18.887527547762733,4
7.6,3.11,0.95,-0.14,15.063801945134188,1
10.54,0.05,3.81,1.122,9.034850021680093,5
9.53,10.68,0.91,0.487,19.672856263462684,3
9.4,5.67,1.71,0.586,18.167915294464535,3
8.68,1.05,1.12,0.0,13.785946495349691,1
7.71,5.8,0.6,0.233,16.527139967814687,2
8.71,3.45,0.77,1.047,16.399095475366373,5
8.22,2.24,0.98,0.995,14.971240091670815,5
7.92,4.18,0.57,0.068,16.025881408875176,2
8.25,2.54,1.01,-0.006,15.27416858309969,1
9.03,11.02,0.79,0.511,19.24090797257883,3
8.39,8.14,1.03,0.448,17.943122024446005,3
7.33,3.53,0.89,0.958,15.068873526939113,4
7.76,4.49,0.77,1.22,16.021231705016618,5
6.48,0.66,0.77,-0.124,10.577719677709343,1
8.98,9.15,0.79,0.501,18.787105470332243,3
9.61,-0.99,1.4,-0.055,14.588175972987749,1
7.55,4.47,1.0,1.114,15.801537615659683,5
5.41,1.15,0.92,0.033,10.71348920176806,1
9.71,1.51,1.23,-0.01,15.604884736465849,1
8.4,3.66,1.2,1.275,16.217405426972054,5
8.95,6.63,0.89,0.373,18.057567642023866,3
10.6,1.04,2.22,0.146,15.685166696493901,1
8.57,4.81,0.74,1.047,16.980725381869156,4
7.3,4.36,0.51,0.943,15.49743244634293,4
9.6,7.44,1.44,0.42,18.957864677729393,3
8.74,2.44,0.79,1.256,15.676949131693647,6
8.27,17.17,1.36,0.617,19.443851475804582,4
9.5,4.7,1.57,0.666,17.86048928967859,4
8.12,1.88,1.01,0.005,14.490789246318398,1
9.95,-1.47,1.56,0.019,15.78658667374088,2
8.79,5.19,1.26,0.601,17.365836789242287,3
9.48,0.51,1.76,1.4,13.017850880489682,5
6.09,3.36,0.62,1.341,13.72169638694922,5
9.07,0.3,0.95,1.018,11.455606273598313,4
8.34,16.11,1.18,0.607,19.37547770209609,3
8.12,2.2,1.53,1.227,14.83211340411103,4
8.67,7.15,0.85,0.434,17.941530209005403,3
8.5,5.42,1.47,0.853,17.169996432691935,3
8.97,0.67,1.21,1.198,13.100374013504133,5
7.62,-0.72,1.45,-0.008,11.906662482156342,1
7.86,2.2,1.02,2.45,14.572113404111033,7
7.78,2.5,0.91,-0.059,14.769700043360189,2
9.34,5.18,5.0,0.44,17.911648798726166,4
8.7,18.05,1.22,0.677,19.98238603120838,4
7.32,1.48,0.95,0.435,13.171308576974788,3
6.61,2.23,0.65,-0.175,13.351524315240804,1
9.08,1.19,1.36,1.271,14.457734806962655,5
7.74,3.79,0.92,0.236,15.633196049840361,3
9.34,15.23,0.94,0.695,20.253499516680215,4
7.31,4.05,0.75,1.451,15.347275116073341,5
8.52,6.62,1.09,0.485,17.6242899471985,3
7.89,7.12,0.98,0.317,17.15239996818428,3
6.1,4.6,0.78,-0.129,14.41378915840787,1
5.8,3.87,0.5,-0.158,13.738554825094557,1
9.31,5.73,1.78,0.433,18.10077310983695,3
9.84,37.38,1.58,1.27,22.703196485214065,6
7.35,3.74,0.82,1.58,15.214358011002401,6
9.26,-0.79,1.47,1.594,13.748135456452207,6
8.3,-0.43,1.13,1.124,11.467342277897934,5
8.91,2.55,1.31,0.408,15.942700902169776,3
9.35,-1.72,1.39,-0.05,15.527642234537744,1
7.99,1.25,0.7,1.459,13.474550065040283,5
5.96,5.78,0.5,0.996,14.769639192102645,5
6.46,2.24,0.48,-0.113,13.211240091670813,1
6.73,1.76,0.86,1.643,12.95756333907075,6
8.09,0.04,1.07,1.452,6.100299956639812,5
8.83,13.58,1.62,0.522,19.494498849722415,4
9.63,-0.01,1.34,-0.106,4.630000000000001,1
8.33,-0.77,1.12,0.151,12.76245362586241,1
7.53,-6.22,6.5,2.1,16.498951923454094,7
7.02,1.9,0.88,0.081,13.413768004764144,2
5.94,4.79,0.95,1.507,14.341677567072818,5
5.75,1.1,0.74,-0.117,10.956963425791127,1
9.39,3.71,3.43,0.415,17.23686954807523,3
11.11,58.04,2.46,1.44,24.928637018828493,6
8.68,1.84,1.15,1.629,15.004089115047682,6
8.76,4.2,1.17,1.075,16.876246451989502,5
8.0,1.12,1.07,-0.071,13.24609011335091,1
9.26,6.85,1.37,0.714,18.438452857462124,4
6.47,5.94,0.89,-0.081,15.338932224905967,1
8.91,0.77,1.19,-0.011,13.34245362586241,1
8.31,3.37,1.09,1.407,15.948149504356692,5
6.6,3.96,0.53,1.389,14.58847592962756,5
8.23,1.84,0.87,-0.042,14.554089115047683,1
8.99,3.01,1.17,0.178,16.382832477969217,2
8.41,5.01,0.74,0.174,16.909188629336228,2
8.45,4.92,0.67,0.211,16.9098255138368,2
8.41,5.04,1.08,0.2,16.922152682227626,2
8.45,3.0,1.38,0.997,15.835606273598312,4
8.19,5.35,0.7,0.21,16.831768910106142,2
9.49,0.95,1.91,0.11,14.37861802644424,1
7.45,5.47,1.08,0.925,16.139936631667155,4
7.67,2.5,0.58,1.386,14.659700043360187,5
8.52,2.62,0.88,1.047,15.611506456598727,5
8.82,2.38,1.0,0.043,15.70288478528256,2
9.18,0.65,2.15,-0.045,13.244566783214278,1
8.0,2.22,0.79,-0.085,14.731764872253194,1
7.87,2.24,0.96,1.762,14.621240091670813,6
5.74,5.74,0.86,1.176,14.534559461989868,5
7.34,5.85,0.68,1.259,16.175779330410904,5
8.8,5.55,1.23,0.217,17.521464915613382,2
9.06,2.21,0.95,1.255,15.781961368425554,5
11.17,56.51,2.19,1.499,24.93062653648949,6
7.96,1.69,0.89,1.054,14.099433523068367,5
7.22,2.09,0.94,0.778,13.82073143055527,4
9.67,3.45,1.17,-0.029,17.35909547536637,1
8.77,1.03,1.22,0.027,13.83418612352586,1
8.03,16.95,0.75,0.606,19.175848512695502,4
8.85,1.38,0.76,-0.046,14.549395432006182,1
8.86,3.47,0.85,0.895,16.56164737395437,4
8.89,1.57,0.78,1.038,14.86949826204617,5
8.37,1.44,1.03,1.183,14.161812460476247,5
6.92,3.39,1.4,0.297,14.570998491015411,3
8.3,5.92,1.2,0.187,17.161608533614597,2
8.68,7.67,1.21,0.352,18.103976819744904,3
8.49,3.5,1.08,0.054,16.21034022175138,2
9.12,-3.22,1.17,-0.035,16.659279358479154,1
8.54,1.94,1.16,1.057,14.97900864965113,5
7.8,21.96,1.05,0.56,19.50816167889027,4
8.87,3.26,1.33,1.013,16.436088000339694,4
8.12,19.75,0.92,0.605,19.597835499812398,4
9.13,6.81,0.86,0.509,18.295735559563926,4
8.56,10.11,1.27,0.51,18.583755777955005,3
8.54,1.26,0.99,-0.17,14.041852725587814,1
6.65,0.44,0.82,2.55,9.867263382430938,7
8.32,44.92,1.43,0.907,21.5821987379471,4
8.92,1.93,0.86,0.988,15.347786545038868,4
6.84,5.56,0.88,1.07,15.565373957910287,4
6.87,16.81,0.54,0.358,17.997838567197356,2
8.23,3.44,0.94,0.291,15.91279221285765,2
8.86,5.33,1.17,0.407,17.49363604513286,3
8.64,1.51,1.51,1.018,14.534884736465848,5
10.37,2.28,1.88,0.785,17.159674235002267,4
8.85,34.84,1.37,0.952,21.560390731678126,5
8.33,4.43,1.1,0.408,16.56201863111535,3
7.06,12.14,0.71,0.47,17.48109343369619,3
9.86,1.96,1.54,1.051,16.32128035678238,4
7.7,22.23,1.04,0.53,19.434697313494954,3
9.42,3.23,0.93,0.986,16.966012611655515,4
6.31,3.88,0.97,1.356,14.254158627971037,5
8.63,-0.97,1.18,-0.089,13.563858671331225,1
8.6,5.44,1.18,0.297,17.277994498490898,3
9.13,2.33,1.13,0.18,15.966779605130096,2
7.92,6.24,0.79,0.236,16.89592294841212,2
7.96,6.05,0.93,0.485,16.868776873262345,3
9.12,5.47,1.56,0.444,17.809936631667156,3
8.27,1.14,1.1,1.414,13.554524256682363,6
9.42,2.21,1.01,1.056,16.141961368425555,4
6.99,4.87,0.98,0.964,15.427644806073173,4
6.82,0.61,0.85,1.51,10.746649175053836,5
7.51,6.65,1.15,0.271,16.624108226515524,2
5.47,10.68,0.82,1.02,15.612856263462685,4
7.02,6.19,0.95,0.009,15.97845324510059,2
7.69,5.61,0.63,0.543,16.434814306280806,3
7.72,-0.87,0.93,0.0,12.417596263093092,1
1.83,1.82,0.56,0.671,8.130356939925374,3
9.27,1.89,1.5,0.0,15.65230902086622,1
8.45,2.0,0.78,1.422,14.955149978319906,5
8.01,3.16,0.6,0.095,15.50843541309202,2
7.18,3.29,0.93,1.626,14.765979489749872,5
7.97,3.62,0.6,1.116,15.763542852665829,5
7.14,3.49,0.9,0.032,14.854127134795899,2
7.96,2.77,0.9,1.442,15.172398845322242,5
9.61,2.18,1.24,0.355,16.302282468023023,3
9.49,0.1,1.74,1.093,9.49,5
7.2,0.2,0.86,-0.022,8.705149978319906,1
8.97,1.3,1.22,-0.076,14.539716761534184,1
9.88,4.01,1.59,0.372,17.89572186310091,3
7.54,10.12,0.86,0.577,17.5659025625189,3
8.62,2.31,1.19,-0.008,15.438059899460722,1
9.44,0.32,1.38,0.091,11.965749891599529,2
7.84,7.27,1.75,0.124,17.14767205429519,2
9.44,4.4,0.94,0.291,17.657263382430937,2
6.19,4.69,0.88,1.212,14.545864213575417,5
7.02,2.51,0.88,1.596,14.01836860740519,6
7.44,2.54,0.89,1.122,14.464168583099692,5
9.48,-0.77,1.67,0.045,13.91245362586241,1
8.77,3.3,1.08,1.204,16.36256969938944,5
9.91,6.77,1.9,0.479,19.062943343425722,3
8.91,7.96,1.04,0.6,18.414565338688345,4
9.06,2.62,0.87,1.631,16.151506456598728,5
9.58,3.84,1.6,0.428,17.501656121837655,3
8.14,4.46,0.98,0.17,16.38667429356071,2
5.68,22.16,4.14,0.436,17.40784878028196,3
7.83,1.36,1.34,2.7,13.497694541851088,7
9.48,6.29,1.0,0.563,18.473253227226344,3
7.43,2.57,1.15,0.676,14.479665616656472,3
8.91,3.78,0.85,0.025,16.797458999186127,2
8.05,-0.15,0.98,-0.059,8.930456295278407,1
8.68,1.36,1.87,-0.07,14.347694541851087,1
3.78,23.02,0.69,1.006,15.590526596468866,4
8.4,5.52,1.02,0.06,17.109695388645996,2
7.88,1.91,1.04,0.043,14.285166836238638,2
7.74,0.83,0.77,-0.003,12.335390461880369,2
7.7,1.39,3.59,1.268,13.415074001270476,5
8.47,-0.39,1.11,0.28,11.425323035132497,1
8.42,2.28,2.92,1.25,15.209674235002268,5
8.9,6.72,1.35,0.455,18.036846365269128,4
8.45,3.08,0.7,1.241,15.892753582502221,5
8.25,2.39,1.05,1.302,15.141989504740689,5
6.65,-0.38,0.71,-0.189,9.548917983084051,1
9.69,7.37,8.22,0.04,19.02733743929526,2
9.1,1.18,1.48,1.004,14.459410036530626,4
8.96,1.19,1.26,1.094,14.337734806962654,5
8.65,2.96,1.07,0.195,16.006458555294692,2
4.83,4.34,0.49,-0.179,13.017448647562555,1
8.69,5.07,1.35,1.205,17.21503979666668,5
6.54,3.57,0.96,1.487,14.303341080560966,5
9.17,6.68,1.3,0.881,18.29388231237773,5
8.75,0.29,1.1,-0.007,11.06198998949478,1
9.04,1.4,1.19,0.18,14.77064017839119,2
10.1,6.61,1.93,0.542,19.2010072974282,3
10.11,0.56,1.07,0.28,13.850940135031003,3
8.68,8.36,1.2,0.657,18.291031387195083,4
8.65,2.99,1.16,0.05,16.02835594162215,2
9.31,2.15,1.43,0.226,15.972192299578028,2
7.01,3.36,0.58,-0.067,14.64169638694922,1
7.74,0.24,0.81,-0.162,9.64105620855803,1
8.22,7.93,1.11,0.337,17.71636593658802,2
8.16,1.84,0.75,1.159,14.484089115047682,5
9.42,7.98,0.95,0.685,18.930014456753646,4
8.0,22.78,1.1,0.631,19.787768598715406,4
9.15,3.34,1.13,0.265,16.768732334057823,2
7.02,4.09,0.74,1.329,15.078616540036709,5
7.57,7.49,0.97,0.333,16.942409088497335,3
8.54,5.87,1.3,0.04,17.383190506238073,2
8.52,0.98,1.29,-0.05,13.476130378462475,2
7.96,5.01,0.74,0.353,16.45918862933623,3
7.23,2.48,0.87,1.314,14.202258404131083,4
7.49,1.29,0.67,-0.117,13.042948551496245,1
7.31,3.45,1.03,1.428,14.99909547536637,5
7.84,11.02,1.11,0.629,18.05090797257883,3
11.42,-0.92,3.05,0.639,16.238939136727776,3
7.96,5.95,1.24,0.327,16.832584828642748,2
8.39,16.65,1.2,0.685,19.497071189211695,4
9.19,-1.4,1.43,0.19,14.920640178391189,2
8.81,1.93,1.33,1.089,15.237786545038869,5
10.56,0.9,1.97,0.741,15.331212547196625,3
8.53,2.97,0.97,-0.16,15.89378224658606,1
8.93,-0.07,1.55,1.5,8.155490200071284,5
9.29,0.52,0.94,1.441,12.870016718173996,5
7.28,5.49,1.12,1.079,15.97786172225046,5
8.49,5.1,1.04,0.301,17.02785088048968,2
8.18,7.56,0.66,0.515,17.572608977506032,3
9.13,1.44,0.86,1.083,14.921812460476248,5
8.98,1.27,1.68,0.005,14.499018604779785,1
6.23,0.56,0.81,-0.018,9.970940135031004,0
8.9,2.03,0.69,-0.046,15.437480189566065,1
9.08,-0.02,1.09,-0.062,5.585149978319906,1
8.95,2.27,1.29,-0.055,15.730129285965614,1
7.77,21.57,1.19,0.559,19.439250725512725,3
10.96,-2.2,2.71,0.267,17.67211340411103,2
8.66,-0.29,1.06,1.904,10.97198998949478,5
6.82,4.29,0.76,0.821,14.982286460923621,4
8.47,4.37,0.77,0.974,16.672407184852112,5
8.4,3.12,1.05,-0.045,15.870772970092215,2
6.74,3.59,1.81,-0.016,14.515472242891596,2
9.63,0.49,1.79,0.36,13.080980400142568,1
9.06,12.91,1.45,0.455,19.614631211332103,4
9.98,3.0,1.48,0.069,17.365606273598313,2
9.31,2.5,1.5,0.236,16.29970004336019,3
7.61,0.27,0.98,-0.064,9.766818820794937,1
8.54,2.42,0.77,0.01,15.459076829902155,1
9.1,0.49,1.21,0.03,12.550980400142567,1
7.81,2.6,0.58,0.166,14.88486673985409,2
7.26,6.92,0.63,0.432,16.46053047228379,3
9.05,2.85,1.45,0.408,16.32422430004255,3
8.56,3.33,1.01,1.385,16.1722211675316,5
8.58,1.44,1.18,0.895,14.371812460476248,4
6.96,4.59,0.87,0.236,15.269063427686305,3
11.06,1.1,1.43,1.64,16.266963425791126,5
8.26,0.37,0.96,-0.132,11.101008620334975,1
6.0,-0.09,0.68,0.04,5.771212547196624,1
8.1,8.5,1.25,0.518,17.747094628571464,3
7.96,1.5,1.02,1.364,13.840456295278408,5
7.98,2.98,0.99,1.461,15.351081320381276,5
8.01,0.41,1.03,-0.09,11.073919283598677,1
7.09,40.68,1.02,0.7,20.136904721253533,4
7.11,-0.29,0.8,0.193,9.421989989494781,2
9.02,-0.77,1.23,0.23,13.45245362586241,1
8.29,8.15,1.18,0.294,17.845788043699883,2
8.38,2.77,0.75,0.221,15.592398845322244,2
6.64,7.62,0.79,1.087,16.049774856698004,5
8.48,2.16,0.73,1.597,15.152268755754655,5
9.08,1.96,1.45,0.03,15.54128035678238,1
8.1,1.43,1.06,1.598,13.87668018732531,6
7.62,3.15,1.03,1.165,15.111552768948002,5
9.22,7.34,1.0,0.91,18.548480299580355,4
8.82,1.72,0.97,0.932,14.997642234537745,4
5.69,1.78,0.6,-0.158,11.942100011544472,1
8.73,5.76,1.33,0.889,17.53211241711606,4
7.8,0.8,0.95,1.094,12.315449934959718,5
7.77,6.86,1.06,0.338,16.951620578533756,3
7.56,3.83,0.85,1.4,15.475993869843114,5
8.74,2.56,0.81,1.3,15.781199826559249,5
9.15,1.0,1.44,-0.005,14.15,1
8.26,6.09,1.04,0.385,17.18308646316438,3
8.75,3.79,1.22,1.211,16.643196049840363,5
6.72,4.94,0.75,1.509,15.188634744618234,5
6.62,15.76,0.77,0.312,17.607781065767682,2
7.84,0.5,1.01,-0.03,11.334850021680094,1
7.05,2.97,0.96,1.277,14.413782246586061,5
8.58,3.38,0.82,1.158,16.224583501388274,5
7.71,3.98,0.91,-0.063,15.709415360368439,2
9.05,5.0,0.9,0.0,17.544850021680094,1
7.17,0.87,0.91,1.028,11.867596263093093,4
6.65,3.45,0.86,1.546,14.33909547536637,5
9.49,1.36,1.45,-0.02,15.157694541851088,1
9.33,0.72,1.6,-0.126,13.616662482156343,2
7.88,0.06,0.96,-0.114,6.770756251918218,1
7.3,0.68,0.76,-0.174,11.462544563531182,1
8.75,0.89,0.71,-0.002,13.496950033224564,1
11.65,157.24,3.32,1.7,27.632815175740255,6
9.16,3.1,1.51,0.25,16.616808469171364,2
8.51,1.18,1.13,1.43,13.869410036530626,5
8.71,2.73,1.28,-0.075,15.890813235203781,1
8.4,2.04,1.11,1.696,14.948150837129495,6
6.43,21.67,0.82,0.88,18.10929455659909,4
9.19,15.22,0.86,0.656,20.10207326217277,4
8.43,8.66,1.06,0.417,18.117589460086734,3
10.15,2.48,1.89,0.149,17.12225840413108,1
7.64,-0.19,0.93,-0.005,9.033768004764145,0
9.84,5.01,1.66,0.81,18.339188629336228,4
8.83,6.13,1.22,0.287,17.767302372592077,2
6.96,2.83,0.79,1.525,14.21893217762145,5
7.33,0.19,0.82,-0.081,8.723768004764144,1
6.23,20.08,1.1,0.419,17.74381854236491,3
8.36,5.67,0.68,0.971,17.127915294464533,5
8.22,-0.78,1.09,-0.044,12.680473013452403,2
8.54,0.72,1.05,1.411,12.82666248215634,5
7.37,8.99,0.88,0.287,17.138798458666145,2
4.91,15.45,0.78,1.02,15.854642418804268,5
8.76,3.62,0.87,0.515,16.553542852665828,3
5.46,5.07,0.59,0.998,13.98503979666668,4
9.38,5.89,1.37,0.468,18.230576473935507,3
9.72,10.5,1.71,0.538,19.82594649534969,3
8.89,0.85,1.14,1.409,13.537094628571463,5
10.51,-1.74,2.13,0.005,16.712746241412997,1
8.75,10.8,1.39,0.443,18.917118777434748,3
11.85,-4.0,3.96,0.476,19.860299956639814,2
7.76,5.09,1.68,0.223,16.29358891168379,2
6.94,4.88,1.13,0.947,15.382099110013552,4
8.48,14.64,1.09,0.609,19.307705383611868,4
8.96,2.51,0.8,-0.067,15.958368607405191,1
9.73,4.7,0.93,0.551,18.090489289678587,3
7.68,3.35,0.66,1.115,15.305224035184226,5
8.55,0.81,1.0,-0.08,13.09242509439325,1
9.68,2.53,0.98,0.11,16.69560260587909,2
7.68,3.67,0.95,1.259,15.503330321260446,5
7.94,13.85,1.02,0.506,18.647248867002336,3
8.8,10.77,1.23,0.6,18.96107851648991,4
8.66,2.33,1.09,1.547,15.496779605130094,5
8.03,8.86,0.82,0.165,17.767168609435252,2
7.49,3.34,0.85,0.212,15.108732334057823,2
7.91,5.28,1.76,0.478,16.52316961266906,3
7.58,-1.34,0.91,-0.175,13.215523991824039,1
8.69,0.97,1.16,1.234,13.623858671331224,4
9.05,1.65,1.53,1.303,15.137419721069532,5
7.34,0.76,1.23,-0.001,11.744067961403957,1
7.78,10.29,1.0,0.45,17.842076873812164,3
8.53,4.43,1.32,0.513,16.762018631115346,3
8.37,0.99,0.99,-0.003,13.348175972987748,1
9.09,13.35,1.18,0.69,19.717406328502967,4
7.87,3.85,0.68,0.15,15.797303647542503,2
7.83,11.15,1.14,0.1,18.066374336920894,3
8.84,2.92,1.26,1.089,16.16691425724209,5
7.98,7.61,0.97,0.292,17.386923283852866,2
9.93,0.13,1.22,0.582,10.499716761534184,3
7.49,5.42,1.02,0.116,16.159996432691933,2
8.52,3.29,1.12,0.001,16.10597948974987,2
9.69,5.0,1.52,0.495,18.18485002168009,3
8.77,2.0,1.19,0.354,15.275149978319906,3
7.04,2.37,0.98,1.457,13.913741730050521,5
8.56,1.95,1.19,1.097,15.01017305681259,5
7.91,3.77,0.86,1.303,15.791706751028965,5
7.75,0.98,0.95,-0.063,12.706130378462476,1
9.52,10.67,1.54,0.674,19.66082209712235,4
8.99,2.8,1.46,0.412,16.225790156711096,3
7.41,2.36,0.87,-0.114,14.274560014850532,1
5.12,10.43,0.49,1.251,15.211421542132655,5
